#Time E_0 E_1 E_2 E_3 E_4
0.0 -7.71655421 -7.59749123 -7.47163691 -7.21483589 -7.15033153
1.0 -7.71665187 -7.59756710 -7.47170339 -7.21486837 -7.15035627
2.0 -7.71694613 -7.59779554 -7.47190426 -7.21497675 -7.15044167
3.0 -7.71743614 -7.59817563 -7.47223856 -7.21516127 -7.15058811
4.0 -7.71812039 -7.59870582 -7.47270459 -7.21542181 -7.15079567
5.0 -7.71899676 -7.59938394 -7.47329996 -7.21575815 -7.15106446
6.0 -7.72006248 -7.60020719 -7.47402164 -7.21617002 -7.15139460
7.0 -7.72131419 -7.60117222 -7.47486596 -7.21665707 -7.15178623
8.0 -7.72274790 -7.60227510 -7.47582867 -7.21721893 -7.15223950
9.0 -7.72435903 -7.60351141 -7.47690491 -7.21785512 -7.15275462
10.0 -7.72614238 -7.60487624 -7.47808933 -7.21856518 -7.15333177
11.0 -7.72809218 -7.60636425 -7.47937606 -7.21934857 -7.15397120
12.0 -7.73020208 -7.60796969 -7.48075879 -7.22020472 -7.15467317
13.0 -7.73246515 -7.60968648 -7.48223080 -7.22113308 -7.15543797
14.0 -7.73487397 -7.61150823 -7.48378501 -7.22213303 -7.15626593
15.0 -7.73742055 -7.61342831 -7.48541401 -7.22320398 -7.15715740
16.0 -7.74009648 -7.61543988 -7.48711013 -7.22434534 -7.15811276
17.0 -7.74289285 -7.61753593 -7.48886544 -7.22555649 -7.15913244
18.0 -7.74580037 -7.61970937 -7.49067183 -7.22683687 -7.16021688
19.0 -7.74880939 -7.62195302 -7.49252103 -7.22818590 -7.16136656
20.0 -7.75190992 -7.62425968 -7.49440466 -7.22960303 -7.16258200
21.0 -7.75509173 -7.62662218 -7.49631423 -7.23108773 -7.16386373
22.0 -7.75834437 -7.62903340 -7.49824123 -7.23263948 -7.16521230
23.0 -7.76165724 -7.63148628 -7.50017710 -7.23425781 -7.16662828
24.0 -7.76501965 -7.63397393 -7.50211330 -7.23594225 -7.16811225
25.0 -7.76842087 -7.63648955 -7.50404130 -7.23769234 -7.16966481
26.0 -7.77185023 -7.63902656 -7.50595264 -7.23950765 -7.17128653
27.0 -7.77529713 -7.64157853 -7.50783890 -7.24138777 -7.17297801
28.0 -7.77875114 -7.64413926 -7.50969179 -7.24333227 -7.17473980
29.0 -7.78220204 -7.64670278 -7.51150306 -7.24534073 -7.17657244
30.0 -7.78563988 -7.64926333 -7.51326462 -7.24741275 -7.17847644
31.0 -7.78905505 -7.65181544 -7.51496848 -7.24954786 -7.18045226
32.0 -7.79243831 -7.65435387 -7.51660678 -7.25174563 -7.18250031
33.0 -7.79578084 -7.65687366 -7.51817181 -7.25400556 -7.18462094
34.0 -7.79907430 -7.65937011 -7.51965601 -7.25632712 -7.18681444
35.0 -7.80231084 -7.66183880 -7.52105195 -7.25870973 -7.18908101
36.0 -7.80548317 -7.66427559 -7.52235239 -7.26115279 -7.19142076
37.0 -7.80858454 -7.66667664 -7.52355024 -7.26365559 -7.19383371
38.0 -7.81160882 -7.66903837 -7.52463858 -7.26621739 -7.19631977
39.0 -7.81455045 -7.67135749 -7.52561065 -7.26883734 -7.19887875
40.0 -7.81740451 -7.67363099 -7.52645989 -7.27151455 -7.20151033
41.0 -7.82016668 -7.67585616 -7.52717994 -7.27424800 -7.20421409
42.0 -7.82283330 -7.67803055 -7.52776459 -7.27703661 -7.20698944
43.0 -7.82540129 -7.68015201 -7.52820787 -7.27987919 -7.20983571
44.0 -7.82786821 -7.68221865 -7.52850402 -7.28277445 -7.21275205
45.0 -7.83023220 -7.68422885 -7.52864748 -7.28572100 -7.21573751
46.0 -7.83249200 -7.68618128 -7.52863294 -7.28871735 -7.21879096
47.0 -7.83464690 -7.68807486 -7.52845535 -7.29176191 -7.22191119
48.0 -7.83669673 -7.68990878 -7.52810991 -7.29485298 -7.22509680
49.0 -7.83864183 -7.69168247 -7.52759211 -7.29798877 -7.22834628
50.0 -7.84048301 -7.69339561 -7.52689776 -7.30116737 -7.23165800
51.0 -7.84222154 -7.69504814 -7.52602298 -7.30438679 -7.23503019
52.0 -7.84385909 -7.69664021 -7.52496425 -7.30764495 -7.23846096
53.0 -7.84539773 -7.69817221 -7.52371841 -7.31093968 -7.24194831
54.0 -7.84683984 -7.69964475 -7.52228274 -7.31426872 -7.24549013
55.0 -7.84818811 -7.70105861 -7.52065492 -7.31762973 -7.24908420
56.0 -7.84944550 -7.70241482 -7.51883311 -7.32102029 -7.25272822
57.0 -7.85061520 -7.70371455 -7.51681600 -7.32443793 -7.25641980
58.0 -7.85170057 -7.70495918 -7.51460277 -7.32788009 -7.26015647
59.0 -7.85270514 -7.70615023 -7.51219320 -7.33134413 -7.26393570
60.0 -7.85363255 -7.70728937 -7.50958770 -7.33482738 -7.26775489
61.0 -7.85448652 -7.70837844 -7.50678731 -7.33832707 -7.27161142
62.0 -7.85527083 -7.70941937 -7.50379380 -7.34184036 -7.27550259
63.0 -7.85598930 -7.71041422 -7.50060972 -7.34536432 -7.27942571
64.0 -7.85664572 -7.71136517 -7.49723841 -7.34889590 -7.28337805
65.0 -7.85724387 -7.71227448 -7.49368415 -7.35243192 -7.28735686
66.0 -7.85778748 -7.71314447 -7.48995218 -7.35596901 -7.29135942
67.0 -7.85828023 -7.71397757 -7.48604889 -7.35950354 -7.29538298
68.0 -7.85872570 -7.71477624 -7.48198190 -7.36303151 -7.29942484
69.0 -7.85912738 -7.71554300 -7.47776028 -7.36654845 -7.30348229
70.0 -7.85948866 -7.71628039 -7.47339487 -7.37004911 -7.30755267
71.0 -7.85981283 -7.71699100 -7.46889865 -7.37352717 -7.31163336
72.0 -7.86010302 -7.71767743 -7.46428737 -7.37697466 -7.31572177
73.0 -7.86036227 -7.71834228 -7.45958051 -7.38038109 -7.31981537
74.0 -7.86059348 -7.71898816 -7.45480290 -7.38373189 -7.32391166
75.0 -7.86079943 -7.71961766 -7.44998739 -7.38700586 -7.32800824
76.0 -7.86098275 -7.72023337 -7.44517971 -7.39017040 -7.33210274
77.0 -7.86114596 -7.72083784 -7.44044747 -7.39317263 -7.33619288
78.0 -7.86129146 -7.72143358 -7.43589745 -7.39592232 -7.34027642
79.0 -7.86142150 -7.72202309 -7.43170778 -7.39825983 -7.34435123
80.0 -7.86153824 -7.72260878 -7.42817725 -7.39990710 -7.34841523
81.0 -7.86164370 -7.72319304 -7.42574336 -7.40044990 -7.35246643
82.0 -7.86173981 -7.72377817 -7.42480025 -7.39952026 -7.35650292
83.0 -7.86182837 -7.72436643 -7.42533473 -7.39716104 -7.36052285
84.0 -7.86191110 -7.72495998 -7.42694502 -7.39380786 -7.36452447
85.0 -7.86198961 -7.72556090 -7.42920988 -7.38992081 -7.36850612
86.0 -7.86206541 -7.72617118 -7.43185329 -7.38582110 -7.37246619
87.0 -7.86213993 -7.72679274 -7.43471847 -7.38171843 -7.37640318
88.0 -7.86221450 -7.72742736 -7.43771747 -7.38031564 -7.37776321
89.0 -7.86229039 -7.72807675 -7.44079934 -7.38420224 -7.37408000
90.0 -7.86236877 -7.72874249 -7.44393320 -7.38806168 -7.37078492
91.0 -7.86245076 -7.72942606 -7.44709957 -7.39189277 -7.36799171
92.0 -7.86253736 -7.73012880 -7.45028562 -7.39569439 -7.36580733
93.0 -7.86262956 -7.73085195 -7.45348267 -7.39946549 -7.36431711
94.0 -7.86272824 -7.73159661 -7.45668466 -7.40320509 -7.36356363
95.0 -7.86283423 -7.73236379 -7.45988723 -7.40691228 -7.36353171
96.0 -7.86294831 -7.73315432 -7.46308721 -7.41058622 -7.36415184
97.0 -7.86307119 -7.73396895 -7.46628224 -7.41422615 -7.36532150
98.0 -7.86320351 -7.73480827 -7.46947050 -7.41783134 -7.36693069
99.0 -7.86334587 -7.73567277 -7.47265060 -7.42140115 -7.36887972
100.0 -7.86349883 -7.73656280 -7.47582143 -7.42493499 -7.37108652
101.0 -7.86366288 -7.73747858 -7.47898209 -7.42843233 -7.37348707
102.0 -7.86383845 -7.73842025 -7.48213185 -7.43189270 -7.37603268
103.0 -7.86402595 -7.73938778 -7.48527005 -7.43531566 -7.37868664
104.0 -7.86422573 -7.74038107 -7.48839617 -7.43870086 -7.38142120
105.0 -7.86443810 -7.74139990 -7.49150968 -7.44204796 -7.38421525
106.0 -7.86466332 -7.74244393 -7.49461014 -7.44535667 -7.38705252
107.0 -7.86490162 -7.74351276 -7.49769712 -7.44862678 -7.38992032
108.0 -7.86515318 -7.74460587 -7.50077020 -7.45185808 -7.39280862
109.0 -7.86541815 -7.74572267 -7.50382898 -7.45505042 -7.39570936
110.0 -7.86569665 -7.74686247 -7.50687305 -7.45820368 -7.39861602
111.0 -7.86598874 -7.74802453 -7.50990202 -7.46131778 -7.40152322
112.0 -7.86629449 -7.74920805 -7.51291549 -7.46439267 -7.40442649
113.0 -7.86661390 -7.75041214 -7.51591307 -7.46742834 -7.40732207
114.0 -7.86694697 -7.75163587 -7.51889434 -7.47042480 -7.41020677
115.0 -7.86729364 -7.75287828 -7.52185892 -7.47338209 -7.41307786
116.0 -7.86765387 -7.75413835 -7.52480638 -7.47630026 -7.41593299
117.0 -7.86802755 -7.75541502 -7.52773634 -7.47917942 -7.41877014
118.0 -7.86841458 -7.75670722 -7.53064837 -7.48201968 -7.42158751
119.0 -7.86881483 -7.75801384 -7.53354208 -7.48482117 -7.42438357
120.0 -7.86922814 -7.75933375 -7.53641706 -7.48758404 -7.42715695
121.0 -7.86965434 -7.76066583 -7.53927291 -7.49030846 -7.42990644
122.0 -7.87009326 -7.76200891 -7.54210923 -7.49299463 -7.43263101
123.0 -7.87054468 -7.76336185 -7.54492563 -7.49564275 -7.43532971
124.0 -7.87100840 -7.76472349 -7.54772172 -7.49825303 -7.43800173
125.0 -7.87148420 -7.76609268 -7.55049711 -7.50082571 -7.44064635
126.0 -7.87197183 -7.76746827 -7.55325145 -7.50336104 -7.44326294
127.0 -7.87247107 -7.76884912 -7.55598435 -7.50585927 -7.44585094
128.0 -7.87298165 -7.77023412 -7.55869546 -7.50832067 -7.44840988
129.0 -7.87350331 -7.77162214 -7.56138444 -7.51074552 -7.45093933
130.0 -7.87403581 -7.77301210 -7.56405094 -7.51313409 -7.45343895
131.0 -7.87457886 -7.77440291 -7.56669463 -7.51548669 -7.45590842
132.0 -7.87513219 -7.77579351 -7.56931521 -7.51780362 -7.45834749
133.0 -7.87569554 -7.77718288 -7.57191236 -7.52008517 -7.46075596
134.0 -7.87626863 -7.77857000 -7.57448578 -7.52233168 -7.46313366
135.0 -7.87685118 -7.77995388 -7.57703519 -7.52454344 -7.46548045
136.0 -7.87744291 -7.78133356 -7.57956032 -7.52672079 -7.46779625
137.0 -7.87804356 -7.78270811 -7.58206091 -7.52886405 -7.47008099
138.0 -7.87865284 -7.78407661 -7.58453670 -7.53097355 -7.47233464
139.0 -7.87927048 -7.78543819 -7.58698745 -7.53304963 -7.47455720
140.0 -7.87989622 -7.78679199 -7.58941295 -7.53509262 -7.47674870
141.0 -7.88052978 -7.78813718 -7.59181297 -7.53710286 -7.47890916
