#Time E_0 E_1 E_2 E_3 E_4
114.0 -8.62950340 -8.53136378 -8.46007723 -8.33799248 -8.25526723
115.0 -8.63606371 -8.53848028 -8.46685293 -8.34534675 -8.26207091
116.0 -8.64243678 -8.54541250 -8.47342723 -8.35252877 -8.26866772
117.0 -8.64862659 -8.55216440 -8.47980452 -8.35954072 -8.27506232
118.0 -8.65463717 -8.55874002 -8.48598923 -8.36638492 -8.28125945
119.0 -8.66047261 -8.56514347 -8.49198584 -8.37306383 -8.28726392
120.0 -8.66613705 -8.57137890 -8.49779887 -8.37957998 -8.29308054
121.0 -8.67163467 -8.57745047 -8.50343283 -8.38593602 -8.29871416
122.0 -8.67696967 -8.58336241 -8.50889230 -8.39213470 -8.30416964
123.0 -8.68214627 -8.58911893 -8.51418181 -8.39817882 -8.30945185
124.0 -8.68716867 -8.59472426 -8.51930592 -8.40407126 -8.31456562
125.0 -8.69204111 -8.60018260 -8.52426915 -8.40981495 -8.31951579
126.0 -8.69676777 -8.60549815 -8.52907602 -8.41541286 -8.32430714
127.0 -8.70135285 -8.61067509 -8.53373101 -8.42086799 -8.32894442
128.0 -8.70580048 -8.61571756 -8.53823857 -8.42618337 -8.33343234
129.0 -8.71011480 -8.62062965 -8.54260309 -8.43136203 -8.33777554
130.0 -8.71429986 -8.62541544 -8.54682894 -8.43640701 -8.34197862
131.0 -8.71835971 -8.63007891 -8.55092043 -8.44132133 -8.34604609
132.0 -8.72229832 -8.63462401 -8.55488180 -8.44610801 -8.34998239
133.0 -8.72611960 -8.63905464 -8.55871726 -8.45077003 -8.35379191
134.0 -8.72982743 -8.64337461 -8.56243093 -8.45531034 -8.35747892
135.0 -8.73342559 -8.64758766 -8.56602689 -8.45973186 -8.36104763
136.0 -8.73691783 -8.65169748 -8.56950914 -8.46403745 -8.36450216
137.0 -8.74030779 -8.65570767 -8.57288163 -8.46822993 -8.36784653
138.0 -8.74359906 -8.65962175 -8.57614823 -8.47231203 -8.37108470
139.0 -8.74679517 -8.66344316 -8.57931275 -8.47628645 -8.37422050
140.0 -8.74989956 -8.66717526 -8.58237892 -8.48015581 -8.37725768
141.0 -8.75291560 -8.67082133 -8.58535042 -8.48392265 -8.38019992
142.0 -8.75584657 -8.67438457 -8.58823086 -8.48758942 -8.38305077
143.0 -8.75869569 -8.67786810 -8.59102379 -8.49115852 -8.38581372
144.0 -8.76146611 -8.68127493 -8.59373269 -8.49463225 -8.38849215
145.0 -8.76416089 -8.68460803 -8.59636097 -8.49801283 -8.39108935
146.0 -8.76678303 -8.68787026 -8.59891201 -8.50130238 -8.39360853
147.0 -8.76933544 -8.69106440 -8.60138911 -8.50450294 -8.39605281
148.0 -8.77182097 -8.69419316 -8.60379553 -8.50761646 -8.39842521
149.0 -8.77424239 -8.69725917 -8.60613445 -8.51064481 -8.40072867
150.0 -8.77660240 -8.70026497 -8.60840902 -8.51358974 -8.40296606
151.0 -8.77890364 -8.70321303 -8.61062234 -8.51645294 -8.40514015
152.0 -8.78114867 -8.70610575 -8.61277745 -8.51923598 -8.40725362
153.0 -8.78333998 -8.70894544 -8.61487734 -8.52194034 -8.40930909
154.0 -8.78547999 -8.71173434 -8.61692498 -8.52456744 -8.41130909
155.0 -8.78757107 -8.71447463 -8.61892325 -8.52711857 -8.41325608
156.0 -8.78961550 -8.71716841 -8.62087503 -8.52959495 -8.41515243
157.0 -8.79161553 -8.71981770 -8.62278312 -8.53199771 -8.41700045
158.0 -8.79357330 -8.72242446 -8.62465029 -8.53432790 -8.41880236
159.0 -8.79549094 -8.72499058 -8.62647927 -8.53658646 -8.42056031
160.0 -8.79737046 -8.72751787 -8.62827273 -8.53877428 -8.42227640
161.0 -8.79921387 -8.73000810 -8.63003329 -8.54089216 -8.42395264
162.0 -8.80102306 -8.73246295 -8.63176353 -8.54294081 -8.42559096
163.0 -8.80279991 -8.73488404 -8.63346598 -8.54492089 -8.42719325
164.0 -8.80454620 -8.73727293 -8.63514310 -8.54683298 -8.42876131
165.0 -8.80626368 -8.73963110 -8.63679731 -8.54867761 -8.43029689
166.0 -8.80795404 -8.74195999 -8.63843095 -8.55045524 -8.43180166
167.0 -8.80961890 -8.74426097 -8.64004632 -8.55216628 -8.43327723
168.0 -8.81125983 -8.74653533 -8.64164563 -8.55381111 -8.43472516
169.0 -8.81287834 -8.74878433 -8.64323102 -8.55539005 -8.43614694
170.0 -8.81447590 -8.75100916 -8.64480458 -8.55690341 -8.43754399
171.0 -8.81605392 -8.75321093 -8.64636828 -8.55835146 -8.43891768
172.0 -8.81761373 -8.75539072 -8.64792403 -8.55973445 -8.44026932
173.0 -8.81915666 -8.75754955 -8.64947366 -8.56105263 -8.44160017
174.0 -8.82068394 -8.75968836 -8.65101888 -8.56230624 -8.44291143
175.0 -8.82219678 -8.76180806 -8.65256132 -8.56349550 -8.44420423
176.0 -8.82369633 -8.76390951 -8.65410252 -8.56462068 -8.44547966
177.0 -8.82518368 -8.76599349 -8.65564390 -8.56568203 -8.44673875
178.0 -8.82665989 -8.76806077 -8.65718678 -8.56667983 -8.44798250
179.0 -8.82812595 -8.77011202 -8.65873239 -8.56761437 -8.44921183
180.0 -8.82958284 -8.77214791 -8.66028183 -8.56848600 -8.45042762
181.0 -8.83103145 -8.77416904 -8.66183611 -8.56929507 -8.45163071
182.0 -8.83247266 -8.77617596 -8.66339613 -8.57004197 -8.45282189
183.0 -8.83390728 -8.77816919 -8.66496268 -8.57072713 -8.45400189
184.0 -8.83533610 -8.78014920 -8.66653646 -8.57135101 -8.45517141
185.0 -8.83675984 -8.78211643 -8.66811805 -8.57191413 -8.45633110
186.0 -8.83817921 -8.78407126 -8.66970795 -8.57241701 -8.45748158
187.0 -8.83959486 -8.78601406 -8.67130655 -8.57286024 -8.45862340
188.0 -8.84100739 -8.78794513 -8.67291416 -8.57324443 -8.45975709
189.0 -8.84241739 -8.78986477 -8.67453101 -8.57357022 -8.46088314
190.0 -8.84382537 -8.79177322 -8.67615724 -8.57383829 -8.46200199
191.0 -8.84523184 -8.79367070 -8.67779290 -8.57404935 -8.46311405
192.0 -8.84663725 -8.79555741 -8.67943799 -8.57420414 -8.46421968
193.0 -8.84804203 -8.79743349 -8.68109244 -8.57430341 -8.46531923
194.0 -8.84944655 -8.79929907 -8.68275612 -8.57434794 -8.46641299
195.0 -8.85085116 -8.80115427 -8.68442881 -8.57433855 -8.46750122
196.0 -8.85225617 -8.80299916 -8.68611029 -8.57427605 -8.46858414
197.0 -8.85366186 -8.80483379 -8.68780026 -8.57416127 -8.46966196
198.0 -8.85506846 -8.80665819 -8.68949838 -8.57399507 -8.47073483
199.0 -8.85647618 -8.80847238 -8.69120428 -8.57377831 -8.47180289
200.0 -8.85788519 -8.81027632 -8.69291754 -8.57351184 -8.47286622
