#Time E_0 E_1 E_2 E_3 E_4
0.0 -7.71599389 -7.59728645 -7.47116161 -7.21361243 -7.14945197
1.0 -7.71608707 -7.59736149 -7.47122500 -7.21365571 -7.14948660
2.0 -7.71636623 -7.59758620 -7.47141476 -7.21378538 -7.14959034
3.0 -7.71683023 -7.59795936 -7.47172970 -7.21400093 -7.14976282
4.0 -7.71747719 -7.59847895 -7.47216781 -7.21430153 -7.15000342
5.0 -7.71830445 -7.59914216 -7.47272633 -7.21468602 -7.15031128
6.0 -7.71930866 -7.59994540 -7.47340174 -7.21515292 -7.15068530
7.0 -7.72048570 -7.60088437 -7.47418981 -7.21570047 -7.15112416
8.0 -7.72183076 -7.60195404 -7.47508560 -7.21632659 -7.15162633
9.0 -7.72333834 -7.60314875 -7.47608355 -7.21702895 -7.15219008
10.0 -7.72500224 -7.60446220 -7.47717749 -7.21780497 -7.15281352
11.0 -7.72681564 -7.60588750 -7.47836068 -7.21865181 -7.15349455
12.0 -7.72877109 -7.60741728 -7.47962589 -7.21956644 -7.15423097
13.0 -7.73086051 -7.60904368 -7.48096545 -7.22054564 -7.15502041
14.0 -7.73307532 -7.61075842 -7.48237127 -7.22158600 -7.15586043
15.0 -7.73540635 -7.61255290 -7.48383492 -7.22268399 -7.15674848
16.0 -7.73784401 -7.61441821 -7.48534770 -7.22383594 -7.15768194
17.0 -7.74037822 -7.61634523 -7.48690068 -7.22503812 -7.15865815
18.0 -7.74299855 -7.61832465 -7.48848474 -7.22628668 -7.15967442
19.0 -7.74569420 -7.62034709 -7.49009066 -7.22757777 -7.16072806
20.0 -7.74845413 -7.62240308 -7.49170912 -7.22890749 -7.16181639
21.0 -7.75126702 -7.62448319 -7.49333081 -7.23027194 -7.16293676
22.0 -7.75412142 -7.62657804 -7.49494644 -7.23166725 -7.16408657
23.0 -7.75700575 -7.62867835 -7.49654678 -7.23308958 -7.16526330
24.0 -7.75990841 -7.63077502 -7.49812272 -7.23453515 -7.16646449
25.0 -7.76281780 -7.63285914 -7.49966528 -7.23600025 -7.16768779
26.0 -7.76572238 -7.63492203 -7.50116569 -7.23748127 -7.16893096
27.0 -7.76861078 -7.63695529 -7.50261537 -7.23897470 -7.17019188
28.0 -7.77147182 -7.63895085 -7.50400601 -7.24047712 -7.17146854
29.0 -7.77429457 -7.64090094 -7.50532952 -7.24198528 -7.17275911
30.0 -7.77706843 -7.64279817 -7.50657813 -7.24349601 -7.17406186
31.0 -7.77978317 -7.64463551 -7.50774436 -7.24500631 -7.17537522
32.0 -7.78242895 -7.64640635 -7.50882105 -7.24651332 -7.17669780
33.0 -7.78499643 -7.64810446 -7.50980138 -7.24801432 -7.17802832
34.0 -7.78747676 -7.64972403 -7.51067883 -7.24950673 -7.17936567
35.0 -7.78986163 -7.65125970 -7.51144726 -7.25098812 -7.18070891
36.0 -7.79214331 -7.65270650 -7.51210087 -7.25245622 -7.18205721
37.0 -7.79431469 -7.65405992 -7.51263417 -7.25390886 -7.18340993
38.0 -7.79636926 -7.65531586 -7.51304207 -7.25534405 -7.18476651
39.0 -7.79830119 -7.65647067 -7.51331978 -7.25675991 -7.18612658
40.0 -7.80010527 -7.65752110 -7.51346287 -7.25815468 -7.18748985
41.0 -7.80177701 -7.65846436 -7.51346724 -7.25952672 -7.18885617
42.0 -7.80331255 -7.65929804 -7.51332912 -7.26087451 -7.19022550
43.0 -7.80470876 -7.66002017 -7.51304506 -7.26219663 -7.19159788
44.0 -7.80596315 -7.66062917 -7.51261194 -7.26349173 -7.19297345
45.0 -7.80707391 -7.66112386 -7.51202692 -7.26475857 -7.19435244
46.0 -7.80803989 -7.66150348 -7.51128750 -7.26599598 -7.19573513
47.0 -7.80886059 -7.66176762 -7.51039145 -7.26720286 -7.19712188
48.0 -7.80953614 -7.66191625 -7.50933684 -7.26837817 -7.19851308
49.0 -7.81006728 -7.66194974 -7.50812203 -7.26952092 -7.19990917
50.0 -7.81045531 -7.66186878 -7.50674566 -7.27063017 -7.20131064
51.0 -7.81070213 -7.66167443 -7.50520664 -7.27170502 -7.20271798
52.0 -7.81081014 -7.66136809 -7.50350416 -7.27274458 -7.20413171
53.0 -7.81078223 -7.66095147 -7.50163771 -7.27374803 -7.20555233
54.0 -7.81062179 -7.66042662 -7.49960701 -7.27471452 -7.20698039
55.0 -7.81033259 -7.65979587 -7.49741211 -7.27564327 -7.20841638
56.0 -7.80991882 -7.65906187 -7.49505329 -7.27653346 -7.20986081
57.0 -7.80938501 -7.65822752 -7.49253117 -7.27738432 -7.21131417
58.0 -7.80873599 -7.65729599 -7.48984664 -7.27819507 -7.21277689
59.0 -7.80797688 -7.65627069 -7.48700090 -7.27896494 -7.21424942
60.0 -7.80711301 -7.65515529 -7.48399549 -7.27969316 -7.21573213
61.0 -7.80614992 -7.65395363 -7.48083227 -7.28037897 -7.21722538
62.0 -7.80509329 -7.65266978 -7.47751347 -7.28102162 -7.21872948
63.0 -7.80394890 -7.65130796 -7.47404169 -7.28162038 -7.22024468
64.0 -7.80272265 -7.64987257 -7.47041993 -7.28217453 -7.22177120
65.0 -7.80142044 -7.64836812 -7.46665163 -7.28268338 -7.22330920
66.0 -7.80004819 -7.64679926 -7.46274067 -7.28314626 -7.22485878
67.0 -7.79861182 -7.64517072 -7.45869141 -7.28356256 -7.22641999
68.0 -7.79711717 -7.64348732 -7.45450871 -7.28393172 -7.22799285
69.0 -7.79557002 -7.64175390 -7.45019798 -7.28425327 -7.22957729
70.0 -7.79397604 -7.63997537 -7.44576520 -7.28452682 -7.23117320
71.0 -7.79234078 -7.63815660 -7.44121691 -7.28475209 -7.23278042
72.0 -7.79066964 -7.63630249 -7.43656031 -7.28492895 -7.23439874
73.0 -7.78896787 -7.63441785 -7.43180321 -7.28505743 -7.23602790
74.0 -7.78724052 -7.63250749 -7.42695411 -7.28513777 -7.23766758
75.0 -7.78549247 -7.63057608 -7.42202217 -7.28517046 -7.23931743
76.0 -7.78372838 -7.62862825 -7.41701726 -7.28515623 -7.24097705
77.0 -7.78195272 -7.62666846 -7.41194998 -7.28509616 -7.24264601
78.0 -7.78016972 -7.62470108 -7.40683159 -7.28499172 -7.24432382
79.0 -7.77838342 -7.62273032 -7.40167410 -7.28484476 -7.24600999
80.0 -7.77659760 -7.62076023 -7.39649017 -7.28465763 -7.24770397
81.0 -7.77481586 -7.61879469 -7.39129312 -7.28443319 -7.24940518
82.0 -7.77304155 -7.61683742 -7.38609685 -7.28417489 -7.25111305
83.0 -7.77127782 -7.61489194 -7.38091578 -7.28388675 -7.25282694
84.0 -7.76952760 -7.61296160 -7.37576474 -7.28357341 -7.25454622
85.0 -7.76779359 -7.61104954 -7.37065884 -7.28324011 -7.25627023
86.0 -7.76607833 -7.60915872 -7.36561333 -7.28289263 -7.25799828
87.0 -7.76438413 -7.60729192 -7.36064337 -7.28253719 -7.25972969
88.0 -7.76271311 -7.60545170 -7.35576389 -7.28218033 -7.26146375
89.0 -7.76106723 -7.60364046 -7.35098931 -7.28182859 -7.26319974
90.0 -7.75944826 -7.60186038 -7.34633338 -7.28148833 -7.26493694
91.0 -7.75785780 -7.60011349 -7.34180902 -7.28116524 -7.26667460
92.0 -7.75629728 -7.59840162 -7.33742818 -7.28086396 -7.26841201
93.0 -7.75476798 -7.59672642 -7.33320190 -7.28058750 -7.27014840
94.0 -7.75327105 -7.59508939 -7.32914043 -7.28033665 -7.27188305
95.0 -7.75180748 -7.59349184 -7.32525362 -7.28010930 -7.27361521
96.0 -7.75037811 -7.59193492 -7.32155153 -7.27989964 -7.27534414
97.0 -7.74898369 -7.59041966 -7.31804537 -7.27969726 -7.27706912
98.0 -7.74762481 -7.58894689 -7.31474863 -7.27948614 -7.27878942
99.0 -7.74630195 -7.58751732 -7.31167860 -7.28050434 -7.27924350
100.0 -7.74501549 -7.58613151 -7.30885771 -7.28221316 -7.27893886
101.0 -7.74376568 -7.58478990 -7.30631435 -7.28391522 -7.27853374
102.0 -7.74255270 -7.58349278 -7.30408193 -7.28560984 -7.27798313
103.0 -7.74137661 -7.58224035 -7.30219485 -7.28729638 -7.27724000
104.0 -7.74023739 -7.58103266 -7.30068077 -7.28897419 -7.27626359
105.0 -7.73913494 -7.57986968 -7.29955117 -7.29064266 -7.27502915
106.0 -7.73806909 -7.57875128 -7.29879525 -7.29230119 -7.27353452
107.0 -7.73703959 -7.57767724 -7.29838121 -7.29394918 -7.27179901
108.0 -7.73604614 -7.57664729 -7.29826418 -7.29558605 -7.26985575
109.0 -7.73508839 -7.57566104 -7.29839574 -7.29721123 -7.26774231
110.0 -7.73416594 -7.57471808 -7.29882416 -7.29873075 -7.26549401
111.0 -7.73327833 -7.57381793 -7.30042428 -7.29923059 -7.26314075
112.0 -7.73242507 -7.57296004 -7.30201106 -7.29986374 -7.26070654
113.0 -7.73160562 -7.57214382 -7.30358399 -7.30060504 -7.25821028
114.0 -7.73081939 -7.57136861 -7.30514256 -7.30143455 -7.25566702
115.0 -7.73006578 -7.57063372 -7.30668632 -7.30233643 -7.25308926
116.0 -7.72934411 -7.56993840 -7.30821481 -7.30329801 -7.25048809
117.0 -7.72865369 -7.56928185 -7.30972763 -7.30430904 -7.24787430
118.0 -7.72799381 -7.56866323 -7.31122442 -7.30536115 -7.24525953
119.0 -7.72736370 -7.56808167 -7.31270482 -7.30644741 -7.24265752
120.0 -7.72676260 -7.56753627 -7.31416851 -7.30756204 -7.24008582
121.0 -7.72618972 -7.56702610 -7.31561522 -7.30870013 -7.23756807
122.0 -7.72564428 -7.56655025 -7.31704467 -7.30985751 -7.23513719
123.0 -7.72512547 -7.56610774 -7.31845661 -7.31103058 -7.23283959
124.0 -7.72463249 -7.56569765 -7.31985079 -7.31221621 -7.23073962
125.0 -7.72416456 -7.56531902 -7.32122698 -7.31341165 -7.22892109
126.0 -7.72372086 -7.56497089 -7.32258498 -7.31461447 -7.22747857
127.0 -7.72330062 -7.56465231 -7.32392456 -7.31582253 -7.22649116
128.0 -7.72290305 -7.56436233 -7.32524554 -7.31703389 -7.22598691
129.0 -7.72252735 -7.56409999 -7.32654775 -7.31824685 -7.22592792
130.0 -7.72217276 -7.56386434 -7.32783105 -7.31945986 -7.22623215
131.0 -7.72183849 -7.56365442 -7.32909531 -7.32067153 -7.22680871
132.0 -7.72152379 -7.56346928 -7.33034044 -7.32188064 -7.22758005
