#Time E_0 E_1 E_2 E_3 E_4
81.0 -8.22738846 -8.12999185 -7.99095212 -7.83503380 -7.82250369
82.0 -8.23438514 -8.13522795 -8.00600437 -7.84066886 -7.82709469
83.0 -8.24123644 -8.14025794 -8.02079566 -7.84627174 -7.83152439
84.0 -8.24793912 -8.14509293 -8.03531425 -7.85184078 -7.83579504
85.0 -8.25449053 -8.14974720 -8.04954629 -7.85737502 -7.83990870
86.0 -8.26088862 -8.15423957 -8.06347439 -7.86287412 -7.84386730
87.0 -8.26713196 -8.15859565 -8.07707525 -7.86833828 -7.84767267
88.0 -8.27321968 -8.16285153 -8.09031595 -7.87376825 -7.85132667
89.0 -8.27915149 -8.16705993 -8.10314759 -7.87916520 -7.85483117
90.0 -8.28492768 -8.17130059 -8.11549494 -7.88453077 -7.85818819
91.0 -8.29054909 -8.17569677 -8.12723981 -7.88986702 -7.86139996
92.0 -8.29601708 -8.18043748 -8.13819872 -7.89517650 -7.86446897
93.0 -8.30133358 -8.18579173 -8.14810862 -7.90046235 -7.86739807
94.0 -8.30650103 -8.19206789 -8.15666738 -7.90572840 -7.87019066
95.0 -8.31152243 -8.19946819 -8.16367927 -7.91097934 -7.87285095
96.0 -8.31640131 -8.20793652 -8.16920701 -7.91622098 -7.87538470
97.0 -8.32114183 -8.21720195 -8.17352814 -7.92146056 -7.87780098
98.0 -8.32574878 -8.22695565 -8.17695802 -7.92670716 -7.88011885
99.0 -8.33022770 -8.23695744 -8.17974306 -7.93197214 -7.88240398
100.0 -8.33458500 -8.24704718 -8.18204914 -7.93726974 -7.88526077
101.0 -8.33882817 -8.25712288 -8.18398326 -7.94261765 -7.89201614
102.0 -8.34296608 -8.26711888 -8.18561499 -7.94803754 -7.90016045
103.0 -8.34700940 -8.27699091 -8.18699088 -7.95355530 -7.90823527
104.0 -8.35097129 -8.28670657 -8.18814329 -7.95920072 -7.91609694
105.0 -8.35486832 -8.29623903 -8.18909568 -7.96500610 -7.92368833
106.0 -8.35872204 -8.30556237 -8.18986571 -7.97100347 -7.93096700
107.0 -8.36256111 -8.31464734 -8.19046718 -7.97722047 -7.93789866
108.0 -8.36642460 -8.32345690 -8.19091129 -7.98367552 -7.94445942
109.0 -8.37036647 -8.33194090 -8.19120735 -7.99037397 -7.95063887
110.0 -8.37446078 -8.34003028 -8.19136335 -7.99730677 -7.95644113
