#Time Kinetic_e Potential_e Total_e Norm
0.0 0.00000000 -7.59749120 -7.59749120 1.0000000000000002
1.0 0.00008490 -7.59756973 -7.59748483 0.9999999999999999
2.0 0.00033936 -7.59780506 -7.59746570 1.0000000000000002
3.0 0.00076274 -7.59819651 -7.59743377 0.9999999999999989
4.0 0.00135393 -7.59874287 -7.59738895 0.9999999999999994
5.0 0.00211140 -7.59944253 -7.59733112 0.9999999999999993
6.0 0.00303323 -7.60029338 -7.59726015 0.9999999999999997
7.0 0.00411705 -7.60129291 -7.59717586 0.999999999999999
8.0 0.00536011 -7.60243815 -7.59707804 1.000000000000001
9.0 0.00675929 -7.60372576 -7.59696647 1.0000000000000036
10.0 0.00831111 -7.60515198 -7.59684087 1.0000000000000047
11.0 0.01001173 -7.60671269 -7.59670096 1.000000000000006
12.0 0.01185702 -7.60840344 -7.59654642 1.0000000000000049
13.0 0.01384254 -7.61021945 -7.59637691 1.0000000000000029
14.0 0.01596357 -7.61215563 -7.59619206 1.0000000000000047
15.0 0.01821518 -7.61420664 -7.59599147 1.0000000000000056
16.0 0.02059219 -7.61636691 -7.59577473 1.0000000000000064
17.0 0.02308923 -7.61863062 -7.59554140 1.0000000000000075
18.0 0.02570078 -7.62099182 -7.59529104 1.0000000000000078
19.0 0.02842120 -7.62344438 -7.59502318 1.000000000000007
20.0 0.03124468 -7.62598203 -7.59473735 1.0000000000000062
21.0 0.03416538 -7.62859846 -7.59443307 1.0000000000000062
22.0 0.03717740 -7.63128726 -7.59410986 1.0000000000000044
23.0 0.04027474 -7.63404196 -7.59376722 1.0000000000000018
24.0 0.04345147 -7.63685615 -7.59340468 1.0000000000000013
25.0 0.04670163 -7.63972339 -7.59302175 1.0000000000000018
26.0 0.05001928 -7.64263726 -7.59261798 1.000000000000002
27.0 0.05339857 -7.64559146 -7.59219289 1.0000000000000027
28.0 0.05683369 -7.64857975 -7.59174606 1.0000000000000036
29.0 0.06031893 -7.65159599 -7.59127706 1.000000000000004
30.0 0.06384868 -7.65463416 -7.59078548 1.0000000000000027
31.0 0.06741749 -7.65768845 -7.59027096 1.000000000000003
32.0 0.07101998 -7.66075312 -7.58973314 1.0000000000000036
33.0 0.07465095 -7.66382265 -7.58917170 1.000000000000004
34.0 0.07830538 -7.66689173 -7.58858636 1.000000000000003
35.0 0.08197834 -7.66995519 -7.58797685 1.0000000000000024
36.0 0.08566512 -7.67300807 -7.58734295 1.0000000000000024
37.0 0.08936117 -7.67604568 -7.58668451 1.0000000000000056
38.0 0.09306210 -7.67906348 -7.58600138 1.0000000000000036
