#Time E_0 E_1 E_2 E_3 E_4
0.0 -7.71655423 -7.59749120 -7.47163694 -7.21483584 -7.15033149
1.0 -7.71665384 -7.59756816 -7.47170473 -7.21487715 -7.15036405
2.0 -7.71695233 -7.59779867 -7.47190771 -7.21500102 -7.15046174
3.0 -7.71744871 -7.59818166 -7.47224476 -7.21520724 -7.15062453
4.0 -7.71814132 -7.59871535 -7.47271404 -7.21549544 -7.15085243
5.0 -7.71902784 -7.59939729 -7.47331297 -7.21586516 -7.15114542
6.0 -7.72010531 -7.60022434 -7.47403829 -7.21631578 -7.15150349
7.0 -7.72137010 -7.60119274 -7.47488607 -7.21684659 -7.15192666
8.0 -7.72281796 -7.60229813 -7.47585176 -7.21745676 -7.15241497
9.0 -7.72444402 -7.60353560 -7.47693022 -7.21814538 -7.15296848
10.0 -7.72624280 -7.60489971 -7.47811578 -7.21891148 -7.15358730
11.0 -7.72820822 -7.60638457 -7.47940227 -7.21975401 -7.15427160
12.0 -7.73033364 -7.60798387 -7.48078308 -7.22067190 -7.15502161
13.0 -7.73261188 -7.60969093 -7.48225121 -7.22166403 -7.15583764
14.0 -7.73503522 -7.61149879 -7.48379932 -7.22272930 -7.15672008
15.0 -7.73759550 -7.61340024 -7.48541979 -7.22386661 -7.15766944
16.0 -7.74028408 -7.61538787 -7.48710476 -7.22507489 -7.15868633
17.0 -7.74309196 -7.61745416 -7.48884619 -7.22635309 -7.15977147
18.0 -7.74600975 -7.61959149 -7.49063592 -7.22770025 -7.16092572
19.0 -7.74902779 -7.62179223 -7.49246566 -7.22911544 -7.16215007
20.0 -7.75213615 -7.62404877 -7.49432712 -7.23059783 -7.16344565
21.0 -7.75532474 -7.62635358 -7.49621196 -7.23214666 -7.16481373
22.0 -7.75858332 -7.62869922 -7.49811188 -7.23376128 -7.16625571
23.0 -7.76190160 -7.63107844 -7.50001866 -7.23544111 -7.16777315
24.0 -7.76526930 -7.63348416 -7.50192412 -7.23718567 -7.16936773
