# Time Pop_0 Pop_1 Pop_2 Pop_3 Pop_4
0.0 0.000000 1.000000 0.000000 0.000000 0.000000
1.0 0.000000 1.000000 0.000000 0.000000 0.000000
2.0 0.000001 0.999999 0.000000 0.000000 0.000000
3.0 0.000005 0.999994 0.000001 0.000000 0.000000
4.0 0.000015 0.999981 0.000004 0.000000 0.000000
5.0 0.000035 0.999955 0.000009 0.000000 0.000000
6.0 0.000071 0.999909 0.000019 0.000000 0.000000
7.0 0.000128 0.999837 0.000034 0.000000 0.000000
8.0 0.000211 0.999731 0.000057 0.000000 0.000000
9.0 0.000325 0.999585 0.000089 0.000001 0.000000
10.0 0.000474 0.999393 0.000132 0.000001 0.000000
11.0 0.000659 0.999152 0.000187 0.000001 0.000000
12.0 0.000882 0.998860 0.000257 0.000001 0.000000
13.0 0.001141 0.998516 0.000341 0.000001 0.000000
14.0 0.001433 0.998123 0.000443 0.000001 0.000000
15.0 0.001752 0.997685 0.000562 0.000000 0.000000
16.0 0.002092 0.997209 0.000698 0.000000 0.000000
17.0 0.002442 0.996704 0.000854 0.000000 0.000000
18.0 0.002792 0.996179 0.001028 0.000000 0.000000
19.0 0.003132 0.995645 0.001221 0.000000 0.000000
20.0 0.003451 0.995114 0.001434 0.000001 0.000000
21.0 0.003738 0.994595 0.001665 0.000001 0.000000
22.0 0.003985 0.994097 0.001916 0.000001 0.000000
23.0 0.004186 0.993626 0.002187 0.000001 0.000000
24.0 0.004336 0.993185 0.002477 0.000002 0.000000
25.0 0.004435 0.992773 0.002789 0.000002 0.000000
26.0 0.004488 0.992384 0.003124 0.000003 0.000000
27.0 0.004502 0.992010 0.003483 0.000005 0.000000
28.0 0.004487 0.991636 0.003870 0.000006 0.000000
29.0 0.004458 0.991242 0.004290 0.000009 0.000000
30.0 0.004432 0.990807 0.004748 0.000012 0.000000
31.0 0.004428 0.990303 0.005252 0.000016 0.000000
32.0 0.004464 0.989700 0.005813 0.000021 0.000000
33.0 0.004558 0.988966 0.006445 0.000027 0.000000
34.0 0.004728 0.988067 0.007167 0.000034 0.000000
35.0 0.004985 0.986965 0.008004 0.000041 0.000000
36.0 0.005337 0.985620 0.008987 0.000049 0.000000
37.0 0.005784 0.983990 0.010160 0.000057 0.000000
38.0 0.006321 0.982023 0.011579 0.000067 0.000000
39.0 0.006933 0.979661 0.013317 0.000077 0.000000
40.0 0.007600 0.976829 0.015470 0.000088 0.000000
41.0 0.008291 0.973428 0.018165 0.000101 0.000000
42.0 0.008972 0.969331 0.021565 0.000116 0.000000
43.0 0.009602 0.964365 0.025880 0.000134 0.000000
44.0 0.010141 0.958303 0.031381 0.000154 0.000000
45.0 0.010545 0.950849 0.038403 0.000178 0.000000
46.0 0.010777 0.941632 0.047355 0.000207 0.000000
47.0 0.010807 0.930206 0.058715 0.000239 0.000000
48.0 0.010612 0.916072 0.073001 0.000278 0.000000
49.0 0.010186 0.898736 0.090715 0.000322 0.000000
50.0 0.009535 0.877800 0.112248 0.000373 0.000000
51.0 0.008682 0.853093 0.137745 0.000433 0.000000
52.0 0.007667 0.824809 0.166972 0.000501 0.000000
53.0 0.006545 0.793590 0.199228 0.000580 0.000000
54.0 0.005381 0.760514 0.233370 0.000673 0.000000
55.0 0.004251 0.726941 0.267957 0.000781 0.000000
56.0 0.003230 0.694284 0.301498 0.000909 0.000000
57.0 0.002392 0.663785 0.332673 0.001059 0.000000
58.0 0.001799 0.636359 0.360498 0.001239 0.000000
59.0 0.001498 0.612561 0.384366 0.001454 0.000000
60.0 0.001515 0.592617 0.404014 0.001714 0.000000
61.0 0.001850 0.576511 0.419449 0.002030 0.000000
62.0 0.002479 0.564064 0.430855 0.002415 0.000000
63.0 0.003355 0.555011 0.438526 0.002891 0.000000
64.0 0.004410 0.549045 0.442810 0.003483 0.000000
65.0 0.005564 0.545850 0.444064 0.004229 0.000000
66.0 0.006727 0.545120 0.442632 0.000000 0.005182
67.0 0.007813 0.546555 0.438820 0.000000 0.006419
68.0 0.008745 0.549869 0.432881 0.000000 0.008054
69.0 0.009457 0.554774 0.425002 0.000000 0.010253
70.0 0.009903 0.560977 0.415280 0.000000 0.013261
71.0 0.010054 0.568164 0.403715 0.000000 0.017424
72.0 0.009902 0.575994 0.390194 0.000000 0.023210
73.0 0.009455 0.584092 0.374523 0.000000 0.031181
74.0 0.008740 0.592045 0.356535 0.000000 0.041872
75.0 0.007798 0.599410 0.336316 0.000000 0.055502
76.0 0.006689 0.605726 0.314469 0.000000 0.071486
77.0 0.005489 0.610543 0.292208 0.000000 0.087673
