#Time E_0 E_1 E_2 E_3 E_4
110.0 -7.01795030 -6.61644027 -6.58850517 -6.47901626 -6.23376989
111.0 -7.01259372 -6.61295741 -6.58485219 -6.46962650 -6.22355721
112.0 -7.00747051 -6.60965009 -6.58139585 -6.46041806 -6.21372130
113.0 -7.00257565 -6.60651424 -6.57812976 -6.45139222 -6.20424851
114.0 -6.99790400 -6.60354570 -6.57504779 -6.44255026 -6.19512482
115.0 -6.99345038 -6.60074031 -6.57214407 -6.43389361 -6.18633584
116.0 -6.98920956 -6.59809385 -6.56941294 -6.42542387 -6.17786692
117.0 -6.98517632 -6.59560212 -6.56684894 -6.41714285 -6.16970312
118.0 -6.98134541 -6.59326092 -6.56444678 -6.40905264 -6.16182925
119.0 -6.97771162 -6.59106606 -6.56220131 -6.40115564 -6.15422993
120.0 -6.97426976 -6.58901340 -6.56010754 -6.39345453 -6.14688955
121.0 -6.97101466 -6.58709881 -6.55816060 -6.38595234 -6.13979232
122.0 -6.96794119 -6.58531820 -6.55635576 -6.37865236 -6.13292228
123.0 -6.96504427 -6.58366753 -6.55468837 -6.37155821 -6.12626329
124.0 -6.96231885 -6.58214280 -6.55315392 -6.36467376 -6.11979908
125.0 -6.95975994 -6.58074007 -6.55174797 -6.35800310 -6.11351329
126.0 -6.95736259 -6.57945544 -6.55046622 -6.35155053 -6.10738945
127.0 -6.95512191 -6.57828508 -6.54930443 -6.34532049 -6.10141109
128.0 -6.95303308 -6.57722520 -6.54825849 -6.33931751 -6.09556175
129.0 -6.95109133 -6.57627210 -6.54732437 -6.33354618 -6.08982507
130.0 -6.94929198 -6.57542215 -6.54649815 -6.32801104 -6.08418487
131.0 -6.94763042 -6.57467181 -6.54577601 -6.32271657 -6.07862519
132.0 -6.94610215 -6.57401759 -6.54515424 -6.31766709 -6.07313044
133.0 -6.94470275 -6.57345612 -6.54462925 -6.31286671 -6.06768546
134.0 -6.94342791 -6.57298411 -6.54419754 -6.30831922 -6.06227560
135.0 -6.94227341 -6.57259835 -6.54385572 -6.30402806 -6.05688688
136.0 -6.94123514 -6.57229573 -6.54360050 -6.29999618 -6.05150602
137.0 -6.94030910 -6.57207323 -6.54342870 -6.29622604 -6.04612055
138.0 -6.93949138 -6.57192790 -6.54333723 -6.29271947 -6.04071889
139.0 -6.93877817 -6.57185689 -6.54332311 -6.28947762 -6.03529042
140.0 -6.93816576 -6.57185742 -6.54338341 -6.28650093 -6.02982549
141.0 -6.93765050 -6.57192677 -6.54351532 -6.28378907 -6.02431550
142.0 -6.93722886 -6.57206233 -6.54371609 -6.28134092 -6.01875288
143.0 -6.93689738 -6.57226152 -6.54398306 -6.27915455 -6.01313108
144.0 -6.93665268 -6.57252187 -6.54431364 -6.27722725 -6.00744455
145.0 -6.93649145 -6.57284094 -6.54470533 -6.27555554 -6.00168871
146.0 -6.93641047 -6.57321638 -6.54515567 -6.27413522 -5.99585990
147.0 -6.93640661 -6.57364591 -6.54566231 -6.27296145 -5.98995528
148.0 -6.93647678 -6.57412732 -6.54622296 -6.27202877 -5.98397281
149.0 -6.93661802 -6.57465845 -6.54683539 -6.27133123 -5.97791116
150.0 -6.93682740 -6.57523723 -6.54749746 -6.27086242 -5.97176963
151.0 -6.93710209 -6.57586163 -6.54820710 -6.27061556 -5.96554810
152.0 -6.93743935 -6.57652969 -6.54896228 -6.27058360 -5.95924696
153.0 -6.93783649 -6.57723951 -6.54976105 -6.27075924 -5.95286705
154.0 -6.93829088 -6.57798925 -6.55060151 -6.27113503 -5.94640961
155.0 -6.93879997 -6.57877711 -6.55148182 -6.27170340 -5.93987623
156.0 -6.93936128 -6.57960133 -6.55240018 -6.27245674 -5.93326879
157.0 -6.93997236 -6.58046021 -6.55335482 -6.27338737 -5.92658945
158.0 -6.94063082 -6.58135207 -6.55434405 -6.27448769 -5.91984056
159.0 -6.94133434 -6.58227527 -6.55536617 -6.27575009 -5.91302465
160.0 -6.94208063 -6.58322822 -6.55641955 -6.27716708 -5.90614440
161.0 -6.94286745 -6.58420935 -6.55750258 -6.27873125 -5.89920256
162.0 -6.94369260 -6.58521713 -6.55861371 -6.28043533 -5.89220193
163.0 -6.94455395 -6.58625008 -6.55975141 -6.28227220 -5.88514536
164.0 -6.94544941 -6.58730674 -6.56091418 -6.28423490 -5.87803567
165.0 -6.94637693 -6.58838569 -6.56210060 -6.28631668 -5.87087567
166.0 -6.94733454 -6.58948558 -6.56330924 -6.28851096 -5.86366813
167.0 -6.94832029 -6.59060505 -6.56453876 -6.29081138 -5.85641577
168.0 -6.94933229 -6.59174282 -6.56578783 -6.29321179 -5.84912126
169.0 -6.95036871 -6.59289762 -6.56705517 -6.29570624 -5.84178724
170.0 -6.95142777 -6.59406824 -6.56833952 -6.29828901 -5.83441630
171.0 -6.95250771 -6.59525347 -6.56963968 -6.30095456 -5.82701105
172.0 -6.95360684 -6.59645215 -6.57095444 -6.30369754 -5.81957408
