#Time E_0 E_1 E_2 E_3 E_4
189.0 -7.86538775 -7.81364527 -7.68298810 -7.62904600 -7.44705024
190.0 -7.86397285 -7.81235459 -7.68167371 -7.62765471 -7.44436428
191.0 -7.86260070 -7.81110680 -7.68040383 -7.62630629 -7.44172503
192.0 -7.86127081 -7.80990133 -7.67917791 -7.62500019 -7.43913210
193.0 -7.85998269 -7.80873764 -7.67799537 -7.62373584 -7.43658512
194.0 -7.85873584 -7.80761514 -7.67685562 -7.62251268 -7.43408368
195.0 -7.85752977 -7.80653325 -7.67575807 -7.62133013 -7.43162739
196.0 -7.85636395 -7.80549140 -7.67470213 -7.62018761 -7.42921581
197.0 -7.85523786 -7.80448897 -7.67368719 -7.61908451 -7.42684851
198.0 -7.85415098 -7.80352537 -7.67271262 -7.61802026 -7.42452505
199.0 -7.85310278 -7.80260000 -7.67177783 -7.61699424 -7.42224498
200.0 -7.85209272 -7.80171224 -7.67088217 -7.61600586 -7.42000784
