# Time Pop_0 Pop_1 Pop_2 Pop_3 Pop_4
0.0 0.000000 1.000000 0.000000 0.000000 0.000000
1.0 0.000000 1.000000 0.000000 0.000000 0.000000
2.0 0.000000 1.000000 0.000000 0.000000 0.000000
3.0 0.000000 1.000000 0.000000 0.000000 0.000000
4.0 0.000000 0.999999 0.000000 0.000000 0.000000
5.0 0.000000 0.999998 0.000000 0.000000 0.000000
6.0 0.000000 0.999995 0.000000 0.000001 0.000001
7.0 0.000000 0.999991 0.000000 0.000002 0.000001
8.0 0.000000 0.999985 0.000000 0.000003 0.000002
9.0 0.000001 0.999976 0.000000 0.000005 0.000004
10.0 0.000001 0.999963 0.000001 0.000008 0.000006
11.0 0.000002 0.999945 0.000001 0.000012 0.000008
12.0 0.000003 0.999921 0.000002 0.000017 0.000012
13.0 0.000004 0.999891 0.000003 0.000024 0.000016
14.0 0.000006 0.999854 0.000005 0.000033 0.000021
15.0 0.000008 0.999810 0.000007 0.000045 0.000027
16.0 0.000010 0.999757 0.000009 0.000059 0.000034
17.0 0.000013 0.999694 0.000013 0.000077 0.000041
18.0 0.000017 0.999619 0.000018 0.000099 0.000049
19.0 0.000022 0.999531 0.000023 0.000125 0.000058
20.0 0.000028 0.999431 0.000030 0.000155 0.000068
21.0 0.000036 0.999318 0.000039 0.000190 0.000079
22.0 0.000044 0.999193 0.000049 0.000229 0.000091
23.0 0.000055 0.999054 0.000061 0.000274 0.000104
24.0 0.000067 0.998900 0.000075 0.000325 0.000117
25.0 0.000081 0.998730 0.000090 0.000380 0.000131
26.0 0.000097 0.998547 0.000108 0.000441 0.000146
27.0 0.000116 0.998351 0.000128 0.000507 0.000160
28.0 0.000138 0.998144 0.000150 0.000577 0.000174
29.0 0.000162 0.997928 0.000174 0.000653 0.000187
30.0 0.000190 0.997701 0.000200 0.000732 0.000199
31.0 0.000222 0.997463 0.000228 0.000815 0.000209
32.0 0.000257 0.997215 0.000258 0.000902 0.000218
33.0 0.000296 0.996961 0.000289 0.000991 0.000225
34.0 0.000339 0.996701 0.000321 0.001083 0.000230
35.0 0.000388 0.996440 0.000354 0.001177 0.000234
36.0 0.000441 0.996176 0.000388 0.001272 0.000236
37.0 0.000499 0.995909 0.000423 0.001369 0.000237
38.0 0.000562 0.995639 0.000457 0.001467 0.000236
39.0 0.000631 0.995368 0.000491 0.001565 0.000232
40.0 0.000706 0.995098 0.000524 0.001664 0.000227
41.0 0.000787 0.994831 0.000556 0.001764 0.000219
42.0 0.000875 0.994567 0.000586 0.001865 0.000208
43.0 0.000970 0.994305 0.000615 0.001967 0.000194
44.0 0.001072 0.994043 0.000641 0.002070 0.000178
45.0 0.001181 0.993779 0.000664 0.002175 0.000159
46.0 0.001298 0.993514 0.000684 0.002283 0.000139
47.0 0.001424 0.993249 0.000701 0.002393 0.000118
48.0 0.001558 0.992983 0.000714 0.002507 0.000097
49.0 0.001701 0.992713 0.000723 0.002625 0.000076
50.0 0.001854 0.992435 0.000729 0.002747 0.000056
51.0 0.002018 0.992144 0.000731 0.002875 0.000038
52.0 0.002193 0.991838 0.000729 0.003009 0.000023
53.0 0.002379 0.991512 0.000722 0.003150 0.000011
54.0 0.002578 0.991166 0.000713 0.003297 0.000004
55.0 0.002790 0.990797 0.000699 0.003452 0.000002
56.0 0.003017 0.990400 0.000682 0.003614 0.000007
57.0 0.003260 0.989970 0.000662 0.003784 0.000021
58.0 0.003520 0.989502 0.000639 0.003962 0.000045
59.0 0.003797 0.988992 0.000614 0.004148 0.000080
60.0 0.004094 0.988434 0.000586 0.004341 0.000130
61.0 0.004412 0.987825 0.000557 0.004542 0.000195
62.0 0.004753 0.987161 0.000527 0.004750 0.000277
63.0 0.005118 0.986434 0.000496 0.004965 0.000377
64.0 0.005508 0.985640 0.000465 0.005185 0.000498
65.0 0.005927 0.984775 0.000434 0.005411 0.000640
66.0 0.006374 0.983834 0.000403 0.005641 0.000806
67.0 0.006853 0.982812 0.000373 0.005877 0.000997
68.0 0.007364 0.981704 0.000345 0.006116 0.001217
69.0 0.007910 0.980506 0.000318 0.006360 0.001467
70.0 0.008492 0.979213 0.000292 0.006607 0.001752
71.0 0.009112 0.977821 0.000269 0.006857 0.002072
72.0 0.009771 0.976327 0.000247 0.007110 0.002430
73.0 0.010471 0.974728 0.000227 0.007367 0.002827
74.0 0.011211 0.973021 0.000210 0.007627 0.003264
75.0 0.011994 0.971202 0.000194 0.007890 0.003741
76.0 0.012820 0.969270 0.000180 0.008159 0.004260
77.0 0.013688 0.967224 0.000168 0.008432 0.004819
