#Time E_0 E_1 E_2 E_3 E_4
0.0 -7.72879583 -7.61555314 -7.48803884 -7.43936432 -7.18877372
1.0 -7.72879828 -7.61555339 -7.48803819 -7.43936381 -7.18880505
2.0 -7.72880569 -7.61555424 -7.48803631 -7.43936238 -7.18889900
3.0 -7.72881823 -7.61555595 -7.48803349 -7.43936032 -7.18905549
4.0 -7.72883619 -7.61555895 -7.48803019 -7.43935814 -7.18927438
5.0 -7.72885999 -7.61556386 -7.48802702 -7.43935652 -7.18955547
6.0 -7.72889011 -7.61557142 -7.48802478 -7.43935632 -7.18989849
7.0 -7.72892716 -7.61558254 -7.48802441 -7.43935858 -7.19030311
8.0 -7.72897181 -7.61559826 -7.48802698 -7.43936446 -7.19076891
9.0 -7.72902479 -7.61561970 -7.48803368 -7.43937529 -7.19129540
10.0 -7.72908690 -7.61564812 -7.48804579 -7.43939248 -7.19188201
11.0 -7.72915898 -7.61568481 -7.48806468 -7.43941756 -7.19252806
12.0 -7.72924186 -7.61573113 -7.48809177 -7.43945212 -7.19323276
13.0 -7.72933641 -7.61578849 -7.48812850 -7.43949779 -7.19399522
14.0 -7.72944345 -7.61585827 -7.48817633 -7.43955624 -7.19481444
15.0 -7.72956380 -7.61594186 -7.48823671 -7.43962913 -7.19568927
16.0 -7.72969820 -7.61604061 -7.48831102 -7.43971808 -7.19661843
17.0 -7.72984734 -7.61615579 -7.48840061 -7.43982471 -7.19760050
18.0 -7.73001180 -7.61628861 -7.48850673 -7.43995051 -7.19863391
19.0 -7.73019209 -7.61644015 -7.48863051 -7.44009693 -7.19971693
20.0 -7.73038858 -7.61661141 -7.48877297 -7.44026528 -7.20084768
21.0 -7.73060151 -7.61680320 -7.48893498 -7.44045674 -7.20202410
22.0 -7.73083097 -7.61701619 -7.48911722 -7.44067234 -7.20324397
23.0 -7.73107692 -7.61725089 -7.48932022 -7.44091297 -7.20450490
24.0 -7.73133913 -7.61750761 -7.48954431 -7.44117930 -7.20580432
25.0 -7.73161720 -7.61778647 -7.48978960 -7.44147186 -7.20713950
26.0 -7.73191055 -7.61808739 -7.49005600 -7.44179095 -7.20850755
27.0 -7.73221845 -7.61841007 -7.49034321 -7.44213667 -7.20990539
28.0 -7.73253993 -7.61875401 -7.49065068 -7.44250894 -7.21132981
29.0 -7.73287388 -7.61911848 -7.49097766 -7.44290744 -7.21277742
30.0 -7.73321900 -7.61950256 -7.49132318 -7.44333166 -7.21424472
31.0 -7.73357380 -7.61990509 -7.49168603 -7.44378089 -7.21572806
32.0 -7.73393661 -7.62032474 -7.49206480 -7.44425420 -7.21722364
33.0 -7.73430562 -7.62075996 -7.49245787 -7.44475050 -7.21872758
34.0 -7.73467885 -7.62120901 -7.49286343 -7.44526850 -7.22023590
35.0 -7.73505418 -7.62167000 -7.49327947 -7.44580673 -7.22174451
36.0 -7.73542934 -7.62214085 -7.49370383 -7.44636359 -7.22324926
37.0 -7.73580194 -7.62261934 -7.49413417 -7.44693732 -7.22474595
38.0 -7.73616951 -7.62310311 -7.49456801 -7.44752601 -7.22623033
39.0 -7.73652944 -7.62358968 -7.49500277 -7.44812768 -7.22769814
40.0 -7.73687910 -7.62407649 -7.49543573 -7.44874020 -7.22914508
41.0 -7.73721573 -7.62456085 -7.49586410 -7.44936142 -7.23056689
42.0 -7.73753659 -7.62504005 -7.49628499 -7.44998906 -7.23195932
43.0 -7.73783885 -7.62551130 -7.49669550 -7.45062085 -7.23331817
44.0 -7.73811972 -7.62597177 -7.49709264 -7.45125446 -7.23463929
45.0 -7.73837636 -7.62641865 -7.49747345 -7.45188753 -7.23591861
46.0 -7.73860599 -7.62684910 -7.49783494 -7.45251775 -7.23715216
47.0 -7.73880584 -7.62726031 -7.49817413 -7.45314277 -7.23833604
48.0 -7.73897319 -7.62764950 -7.49848810 -7.45376031 -7.23946650
49.0 -7.73910538 -7.62801394 -7.49877395 -7.45436810 -7.24053990
50.0 -7.73919982 -7.62835097 -7.49902885 -7.45496396 -7.24155276
51.0 -7.73925402 -7.62865797 -7.49925005 -7.45554572 -7.24250173
52.0 -7.73926557 -7.62893245 -7.49943487 -7.45611132 -7.24338364
53.0 -7.73923218 -7.62917199 -7.49958073 -7.45665877 -7.24419547
54.0 -7.73915165 -7.62937428 -7.49968516 -7.45718613 -7.24493439
55.0 -7.73902192 -7.62953713 -7.49974581 -7.45769160 -7.24559775
56.0 -7.73884107 -7.62965845 -7.49976042 -7.45817341 -7.24618308
57.0 -7.73860728 -7.62973628 -7.49972688 -7.45862990 -7.24668810
58.0 -7.73831890 -7.62976881 -7.49964319 -7.45905950 -7.24711071
59.0 -7.73797438 -7.62975432 -7.49950749 -7.45946070 -7.24744902
60.0 -7.73757236 -7.62969124 -7.49931804 -7.45983209 -7.24770130
61.0 -7.73711157 -7.62957815 -7.49907324 -7.46017232 -7.24786603
62.0 -7.73659093 -7.62941371 -7.49877163 -7.46048012 -7.24794185
63.0 -7.73600947 -7.62919676 -7.49841186 -7.46075424 -7.24792760
64.0 -7.73536637 -7.62892624 -7.49799272 -7.46099353 -7.24782226
65.0 -7.73466093 -7.62860120 -7.49751311 -7.46119686 -7.24762501
66.0 -7.73389261 -7.62822084 -7.49697206 -7.46136314 -7.24733517
67.0 -7.73306097 -7.62778446 -7.49636874 -7.46149131 -7.24695222
68.0 -7.73216573 -7.62729145 -7.49570242 -7.46158033 -7.24647578
69.0 -7.73120670 -7.62674135 -7.49497246 -7.46162919 -7.24590562
70.0 -7.73018383 -7.62613377 -7.49417837 -7.46163687 -7.24524162
71.0 -7.72909717 -7.62546843 -7.49331974 -7.46160238 -7.24448379
72.0 -7.72794687 -7.62474514 -7.49239626 -7.46152471 -7.24363227
73.0 -7.72673321 -7.62396379 -7.49140775 -7.46140288 -7.24268729
74.0 -7.72545655 -7.62312439 -7.49035410 -7.46123588 -7.24164918
75.0 -7.72411737 -7.62222699 -7.48923531 -7.46102272 -7.24051839
76.0 -7.72271621 -7.62127176 -7.48805149 -7.46076243 -7.23929544
77.0 -7.72125372 -7.62025892 -7.48680283 -7.46045402 -7.23798094
78.0 -7.71973064 -7.61918880 -7.48548961 -7.46009653 -7.23657557
79.0 -7.71814778 -7.61806177 -7.48411224 -7.45968901 -7.23508011
80.0 -7.71650605 -7.61687830 -7.48267121 -7.45923057 -7.23349540
81.0 -7.71480644 -7.61563893 -7.48116712 -7.45872030 -7.23182236
82.0 -7.71305000 -7.61434428 -7.47960066 -7.45815739 -7.23006198
83.0 -7.71123786 -7.61299503 -7.47797266 -7.45754106 -7.22821534
84.0 -7.70937125 -7.61159196 -7.47628404 -7.45687057 -7.22628356
