#Time E_0 E_1 E_2 E_3 E_4
0.0 -7.73033834 -7.61648032 -7.48937523 -7.44039952 -7.19133456
1.0 -7.73033862 -7.61648018 -7.48937338 -7.44039786 -7.19136338
2.0 -7.73033990 -7.61648013 -7.48936772 -7.44039281 -7.19145907
3.0 -7.73034340 -7.61648154 -7.48935966 -7.44038576 -7.19162303
4.0 -7.73035115 -7.61648669 -7.48935161 -7.44037908 -7.19185758
5.0 -7.73036602 -7.61649881 -7.48934695 -7.44037610 -7.19216598
6.0 -7.73039166 -7.61652201 -7.48934998 -7.44038105 -7.19255242
7.0 -7.73043251 -7.61656128 -7.48936594 -7.44039909 -7.19302193
8.0 -7.73049374 -7.61662245 -7.48940093 -7.44043622 -7.19358039
9.0 -7.73058125 -7.61671212 -7.48946189 -7.44049928 -7.19423446
10.0 -7.73070158 -7.61683766 -7.48955655 -7.44059585 -7.19499155
11.0 -7.73086191 -7.61700714 -7.48969336 -7.44073426 -7.19585971
12.0 -7.73106999 -7.61722924 -7.48988144 -7.44092350 -7.19684763
13.0 -7.73133408 -7.61751326 -7.49013055 -7.44117314 -7.19796451
14.0 -7.73166291 -7.61786896 -7.49045096 -7.44149330 -7.19922003
15.0 -7.73206560 -7.61830658 -7.49085342 -7.44189454 -7.20062426
16.0 -7.73255160 -7.61883673 -7.49134905 -7.44238781 -7.20218755
17.0 -7.73313065 -7.61947027 -7.49194931 -7.44298438 -7.20392048
18.0 -7.73381266 -7.62021831 -7.49266586 -7.44369570 -7.20583374
19.0 -7.73460767 -7.62109209 -7.49351052 -7.44453341 -7.20793810
20.0 -7.73552579 -7.62210287 -7.49449516 -7.44550916 -7.21024425
21.0 -7.73657709 -7.62326190 -7.49563161 -7.44663458 -7.21276274
22.0 -7.73777154 -7.62458032 -7.49693159 -7.44792119 -7.21550389
23.0 -7.73911896 -7.62606902 -7.49840658 -7.44938027 -7.21847771
24.0 -7.74062889 -7.62773865 -7.50006779 -7.45102282 -7.22169378
25.0 -7.74231057 -7.62959946 -7.50192601 -7.45285946 -7.22516120
26.0 -7.74417285 -7.63166127 -7.50399160 -7.45490033 -7.22888848
27.0 -7.74622408 -7.63393334 -7.50627431 -7.45715502 -7.23288348
28.0 -7.74847213 -7.63642435 -7.50878328 -7.45963249 -7.23715331
29.0 -7.75092421 -7.63914229 -7.51152693 -7.46234100 -7.24170426
30.0 -7.75358690 -7.64209440 -7.51451287 -7.46528801 -7.24654176
31.0 -7.75646605 -7.64528709 -7.51774787 -7.46848014 -7.25167027
32.0 -7.75956672 -7.64872593 -7.52123775 -7.47192310 -7.25709329
33.0 -7.76289315 -7.65241554 -7.52498739 -7.47562166 -7.26281324
34.0 -7.76644871 -7.65635955 -7.52900059 -7.47957952 -7.26883145
35.0 -7.77023584 -7.66056061 -7.53328010 -7.48379938 -7.27514814
36.0 -7.77425605 -7.66502028 -7.53782754 -7.48828279 -7.28176236
37.0 -7.77850985 -7.66973905 -7.54264339 -7.49303020 -7.28867196
38.0 -7.78299675 -7.67471631 -7.54772696 -7.49804090 -7.29587362
39.0 -7.78771528 -7.67995031 -7.55307636 -7.50331303 -7.30336281
40.0 -7.79266291 -7.68543820 -7.55868853 -7.50884356 -7.31113382
41.0 -7.79783611 -7.69117600 -7.56455921 -7.51462829 -7.31917973
42.0 -7.80323034 -7.69715862 -7.57068299 -7.52066188 -7.32749247
43.0 -7.80884005 -7.70337986 -7.57705326 -7.52693784 -7.33606284
44.0 -7.81465869 -7.70983246 -7.58366232 -7.53344861 -7.34488052
45.0 -7.82067881 -7.71650814 -7.59050135 -7.54018552 -7.35393414
46.0 -7.82689199 -7.72339759 -7.59756050 -7.54713892 -7.36321132
47.0 -7.83328898 -7.73049057 -7.60482892 -7.55429816 -7.37269872
48.0 -7.83985967 -7.73777596 -7.61229482 -7.56165168 -7.38238214
49.0 -7.84659319 -7.74524177 -7.61994552 -7.56918708 -7.39224652
50.0 -7.85347796 -7.75287526 -7.62776757 -7.57689118 -7.40227609
51.0 -7.86050172 -7.76066297 -7.63574676 -7.58475007 -7.41245441
52.0 -7.86765166 -7.76859084 -7.64386823 -7.59274923 -7.42276442
53.0 -7.87491442 -7.77664422 -7.65211658 -7.60087360 -7.43318861
54.0 -7.88227622 -7.78480803 -7.66047592 -7.60910764 -7.44370904
55.0 -7.88972292 -7.79306678 -7.66892995 -7.61743544 -7.45430746
56.0 -7.89724005 -7.80140467 -7.67746210 -7.62584081 -7.46496538
57.0 -7.90481296 -7.80980569 -7.68605556 -7.63430736 -7.47566419
58.0 -7.91242686 -7.81825369 -7.69469344 -7.64281857 -7.48638521
59.0 -7.92006689 -7.82673246 -7.70335877 -7.65135790 -7.49710983
60.0 -7.92771821 -7.83522583 -7.71203468 -7.65990887 -7.50781954
61.0 -7.93536606 -7.84371772 -7.72070439 -7.66845514 -7.51849605
62.0 -7.94299585 -7.85219224 -7.72935137 -7.67698057 -7.52912137
63.0 -7.95059321 -7.86063374 -7.73795938 -7.68546930 -7.53967785
64.0 -7.95814403 -7.86902690 -7.74651252 -7.69390584 -7.55014829
65.0 -7.96563459 -7.87735678 -7.75499536 -7.70227510 -7.56051598
66.0 -7.97305155 -7.88560889 -7.76339293 -7.71056247 -7.57076478
67.0 -7.98038202 -7.89376923 -7.77169081 -7.71875390 -7.58087917
68.0 -7.98761360 -7.90182436 -7.77987522 -7.72683586 -7.59084426
69.0 -7.99473446 -7.90976140 -7.78793297 -7.73479550 -7.60064591
70.0 -8.00173332 -7.91756814 -7.79585158 -7.74262058 -7.61027071
71.0 -8.00859950 -7.92523300 -7.80361928 -7.75029957 -7.61970602
72.0 -8.01532297 -7.93274510 -7.81122505 -7.75782165 -7.62894000
73.0 -8.02189434 -7.94009428 -7.81865861 -7.76517672 -7.63796165
74.0 -8.02830490 -7.94727108 -7.82591048 -7.77235544 -7.64676080
75.0 -8.03454661 -7.95426682 -7.83297194 -7.77934922 -7.65532811
76.0 -8.04061211 -7.96107353 -7.83983509 -7.78615023 -7.66365510
77.0 -8.04649474 -7.96768401 -7.84649280 -7.79275140 -7.67173416
78.0 -8.05218851 -7.97409178 -7.85293871 -7.79914640 -7.67955848
79.0 -8.05768814 -7.98029114 -7.85916727 -7.80532967 -7.68712211
80.0 -8.06298898 -7.98627707 -7.86517366 -7.81129636 -7.69441991
81.0 -8.06808707 -7.99204530 -7.87095382 -7.81704235 -7.70144754
82.0 -8.07297910 -7.99759225 -7.87650441 -7.82256421 -7.70820143
83.0 -8.07766236 -8.00291501 -7.88182278 -7.82785921 -7.71467880
84.0 -8.08213477 -8.00801135 -7.88690700 -7.83292526 -7.72087757
85.0 -8.08639484 -8.01287966 -7.89175574 -7.83776089 -7.72679637
86.0 -8.09044163 -8.01751895 -7.89636833 -7.84236528 -7.73243453
87.0 -8.09427477 -8.02192881 -7.90074468 -7.84673814 -7.73779200
88.0 -8.09789437 -8.02610938 -7.90488526 -7.85087975 -7.74286935
89.0 -8.10130105 -8.03006134 -7.90879108 -7.85479093 -7.74766774
90.0 -8.10449589 -8.03378586 -7.91246364 -7.85847294 -7.75218885
91.0 -8.10748041 -8.03728457 -7.91590492 -7.86192755 -7.75643491
92.0 -8.11025651 -8.04055955 -7.91911732 -7.86515693 -7.76040859
93.0 -8.11282649 -8.04361327 -7.92210365 -7.86816366 -7.76411304
94.0 -8.11519302 -8.04644860 -7.92486709 -7.87095068 -7.76755178
95.0 -8.11735905 -8.04906873 -7.92741116 -7.87352127 -7.77072875
96.0 -8.11932786 -8.05147718 -7.92973969 -7.87587903 -7.77364822
97.0 -8.12110300 -8.05367778 -7.93185678 -7.87802783 -7.77631475
98.0 -8.12268825 -8.05567458 -7.93376680 -7.87997182 -7.77873323
99.0 -8.12408763 -8.05747190 -7.93547434 -7.88171535 -7.78090877
100.0 -8.12530534 -8.05907424 -7.93698418 -7.88326299 -7.78284672
101.0 -8.12634577 -8.06048633 -7.93830128 -7.88461949 -7.78455262
102.0 -8.12721345 -8.06171300 -7.93943073 -7.88578973 -7.78603220
103.0 -8.12791305 -8.06275925 -7.94037777 -7.88677877 -7.78729131
104.0 -8.12844934 -8.06363021 -7.94114772 -7.88759173 -7.78833594
105.0 -8.12882718 -8.06433106 -7.94174601 -7.88823385 -7.78917218
106.0 -8.12905150 -8.06486708 -7.94217809 -7.88871044 -7.78980618
107.0 -8.12912731 -8.06524361 -7.94244949 -7.88902685 -7.79024418
108.0 -8.12905962 -8.06546602 -7.94256575 -7.88918848 -7.79049241
109.0 -8.12885350 -8.06553969 -7.94253242 -7.88920074 -7.79055717
110.0 -8.12851399 -8.06547003 -7.94235507 -7.88906904 -7.79044474
111.0 -8.12804616 -8.06526242 -7.94203921 -7.88879881 -7.79016140
112.0 -8.12745504 -8.06492224 -7.94159035 -7.88839542 -7.78971338
113.0 -8.12674564 -8.06445481 -7.94101396 -7.88786424 -7.78910690
114.0 -8.12592294 -8.06386545 -7.94031544 -7.88721057 -7.78834812
115.0 -8.12499186 -8.06315937 -7.93950013 -7.88643968 -7.78744314
116.0 -8.12395725 -8.06234176 -7.93857331 -7.88555676 -7.78639798
117.0 -8.12282393 -8.06141771 -7.93754017 -7.88456692 -7.78521858
118.0 -8.12159661 -8.06039226 -7.93640582 -7.88347522 -7.78391079
119.0 -8.12027993 -8.05927033 -7.93517527 -7.88228661 -7.78248039
120.0 -8.11887847 -8.05805678 -7.93385344 -7.88100596 -7.78093301
121.0 -8.11739668 -8.05675634 -7.93244514 -7.87963802 -7.77927421
122.0 -8.11583894 -8.05537366 -7.93095508 -7.87818748 -7.77750941
123.0 -8.11420953 -8.05391328 -7.92938785 -7.87665889 -7.77564394
124.0 -8.11251262 -8.05237964 -7.92774794 -7.87505670 -7.77368297
125.0 -8.11075228 -8.05077704 -7.92603970 -7.87338526 -7.77163158
126.0 -8.10893247 -8.04910969 -7.92426738 -7.87164878 -7.76949471
127.0 -8.10705705 -8.04738168 -7.92243511 -7.86985139 -7.76727716
128.0 -8.10512975 -8.04559697 -7.92054689 -7.86799707 -7.76498360
129.0 -8.10315421 -8.04375942 -7.91860661 -7.86608970 -7.76261860
130.0 -8.10113394 -8.04187275 -7.91661802 -7.86413303 -7.76018655
131.0 -8.09907235 -8.03994058 -7.91458477 -7.86213070 -7.75769173
132.0 -8.09697273 -8.03796640 -7.91251037 -7.86008622 -7.75513829
133.0 -8.09483826 -8.03595358 -7.91039822 -7.85800300 -7.75253024
134.0 -8.09267202 -8.03390538 -7.90825160 -7.85588431 -7.74987146
135.0 -8.09047697 -8.03182494 -7.90607365 -7.85373333 -7.74716570
136.0 -8.08825595 -8.02971528 -7.90386744 -7.85155309 -7.74441658
137.0 -8.08601172 -8.02757933 -7.90163588 -7.84934654 -7.74162760
138.0 -8.08374690 -8.02541987 -7.89938178 -7.84711649 -7.73880213
139.0 -8.08146405 -8.02323959 -7.89710786 -7.84486566 -7.73594340
140.0 -8.07916558 -8.02104109 -7.89481669 -7.84259666 -7.73305454
141.0 -8.07685383 -8.01882682 -7.89251076 -7.84031197 -7.73013855
142.0 -8.07453103 -8.01659917 -7.89019246 -7.83801400 -7.72719832
143.0 -8.07219932 -8.01436040 -7.88786405 -7.83570502 -7.72423661
144.0 -8.06986073 -8.01211268 -7.88552771 -7.83338723 -7.72125608
145.0 -8.06751723 -8.00985808 -7.88318553 -7.83106272 -7.71825928
146.0 -8.06517066 -8.00759858 -7.88083947 -7.82873349 -7.71524863
147.0 -8.06282279 -8.00533606 -7.87849143 -7.82640143 -7.71222648
148.0 -8.06047532 -8.00307232 -7.87614320 -7.82406835 -7.70919506
149.0 -8.05812984 -8.00080906 -7.87379649 -7.82173599 -7.70615649
150.0 -8.05578789 -7.99854790 -7.87145293 -7.81940597 -7.70311281
151.0 -8.05345090 -7.99629040 -7.86911405 -7.81707986 -7.70006596
152.0 -8.05112024 -7.99403800 -7.86678132 -7.81475913 -7.69701780
153.0 -8.04879722 -7.99179209 -7.86445612 -7.81244517 -7.69397007
154.0 -8.04648306 -7.98955399 -7.86213976 -7.81013931 -7.69092446
155.0 -8.04417891 -7.98732492 -7.85983348 -7.80784280 -7.68788256
156.0 -8.04188588 -7.98510607 -7.85753843 -7.80555682 -7.68484588
157.0 -8.03960498 -7.98289852 -7.85525572 -7.80328247 -7.68181586
158.0 -8.03733719 -7.98070331 -7.85298638 -7.80102081 -7.67879385
159.0 -8.03508342 -7.97852143 -7.85073137 -7.79877281 -7.67578114
160.0 -8.03284450 -7.97635377 -7.84849162 -7.79653940 -7.67277895
161.0 -8.03062125 -7.97420120 -7.84626795 -7.79432143 -7.66978842
162.0 -8.02841439 -7.97206451 -7.84406118 -7.79211971 -7.66681063
163.0 -8.02622463 -7.96994445 -7.84187204 -7.78993500 -7.66384661
164.0 -8.02405261 -7.96784171 -7.83970121 -7.78776798 -7.66089731
165.0 -8.02189892 -7.96575693 -7.83754933 -7.78561932 -7.65796364
166.0 -8.01976412 -7.96369072 -7.83541700 -7.78348961 -7.65504644
167.0 -8.01764871 -7.96164362 -7.83330475 -7.78137940 -7.65214649
168.0 -8.01555316 -7.95961614 -7.83121310 -7.77928921 -7.64926455
169.0 -8.01347790 -7.95760876 -7.82914250 -7.77721951 -7.64640129
170.0 -8.01142333 -7.95562189 -7.82709336 -7.77517072 -7.64355737
171.0 -8.00938980 -7.95365592 -7.82506608 -7.77314324 -7.64073338
172.0 -8.00737764 -7.95171121 -7.82306099 -7.77113742 -7.63792988
173.0 -8.00538712 -7.94978809 -7.82107841 -7.76915358 -7.63514737
174.0 -8.00341852 -7.94788682 -7.81911861 -7.76719200 -7.63238633
175.0 -8.00147206 -7.94600767 -7.81718184 -7.76525295 -7.62964720
176.0 -7.99954794 -7.94415087 -7.81526831 -7.76333663 -7.62693037
177.0 -7.99764633 -7.94231660 -7.81337822 -7.76144326 -7.62423621
178.0 -7.99576739 -7.94050504 -7.81151172 -7.75957299 -7.62156504
179.0 -7.99391124 -7.93871633 -7.80966895 -7.75772596 -7.61891717
180.0 -7.99207799 -7.93695058 -7.80785000 -7.75590230 -7.61629286
181.0 -7.99026770 -7.93520790 -7.80605498 -7.75410209 -7.61369234
182.0 -7.98848044 -7.93348835 -7.80428395 -7.75232540 -7.61111584
183.0 -7.98671626 -7.93179198 -7.80253694 -7.75057229 -7.60856354
184.0 -7.98497517 -7.93011884 -7.80081398 -7.74884279 -7.60603559
185.0 -7.98325718 -7.92846893 -7.79911508 -7.74713690 -7.60353214
186.0 -7.98156227 -7.92684226 -7.79744022 -7.74545461 -7.60105330
187.0 -7.97989042 -7.92523879 -7.79578937 -7.74379592 -7.59859916
188.0 -7.97824158 -7.92365850 -7.79416249 -7.74216076 -7.59616980
189.0 -7.97661571 -7.92210133 -7.79255952 -7.74054910 -7.59376526
190.0 -7.97501273 -7.92056722 -7.79098038 -7.73896086 -7.59138559
191.0 -7.97343256 -7.91905609 -7.78942499 -7.73739595 -7.58903081
192.0 -7.97187511 -7.91756785 -7.78789324 -7.73585430 -7.58670092
193.0 -7.97034028 -7.91610240 -7.78638504 -7.73433578 -7.58439590
194.0 -7.96882795 -7.91465963 -7.78490024 -7.73284029 -7.58211573
195.0 -7.96733800 -7.91323941 -7.78343873 -7.73136769 -7.57986037
196.0 -7.96587030 -7.91184161 -7.78200036 -7.72991785 -7.57762975
197.0 -7.96442470 -7.91046609 -7.78058497 -7.72849062 -7.57542382
198.0 -7.96300107 -7.90911270 -7.77919242 -7.72708584 -7.57324250
199.0 -7.96159924 -7.90778128 -7.77782253 -7.72570336 -7.57108568
200.0 -7.96021906 -7.90647166 -7.77647513 -7.72434301 -7.56895329
