# Time Pop_0 Pop_1 Pop_2 Pop_3 Pop_4 Pop_5 Pop_6 Pop_7 Pop_8 Pop_9 Pop_10 Pop_11 Pop_12 Pop_13 Pop_14
34.0 0.891553 0.003504 0.027890 0.015591 0.000828 0.000936 0.011376 0.011493 0.000827 0.000444 0.005263 0.028584 0.000011 0.000007 0.001692
35.0 0.890394 0.003389 0.027828 0.016386 0.000881 0.000973 0.011348 0.011858 0.000837 0.000468 0.005560 0.028329 0.000009 0.000008 0.001732
36.0 0.889139 0.003273 0.027769 0.017236 0.000938 0.001012 0.011333 0.012222 0.000849 0.000494 0.005897 0.028049 0.000007 0.000009 0.001773
37.0 0.887775 0.003158 0.027712 0.018141 0.000998 0.001053 0.011330 0.012596 0.000862 0.000523 0.006279 0.027740 0.000005 0.000010 0.001818
38.0 0.886293 0.003043 0.027654 0.019106 0.001062 0.001097 0.011335 0.012985 0.000876 0.000553 0.006712 0.027403 0.000004 0.000011 0.001866
39.0 0.884689 0.002929 0.027593 0.020135 0.001131 0.001142 0.011348 0.013386 0.000891 0.000587 0.007197 0.027041 0.000003 0.000012 0.001917
40.0 0.882964 0.002818 0.027526 0.021232 0.001203 0.001190 0.011370 0.013785 0.000907 0.000623 0.007740 0.026659 0.000002 0.000013 0.001970
41.0 0.881117 0.002710 0.027451 0.022400 0.001279 0.001240 0.011405 0.014169 0.000926 0.000661 0.008341 0.026257 0.000001 0.000015 0.002027
42.0 0.879141 0.002606 0.027367 0.023645 0.001359 0.001294 0.011455 0.014537 0.000949 0.000702 0.009003 0.025836 0.000000 0.000017 0.002088
43.0 0.877026 0.002506 0.027272 0.024972 0.001445 0.001351 0.011523 0.014898 0.000973 0.000745 0.009728 0.025390 0.000000 0.000019 0.002153
44.0 0.874757 0.002411 0.027164 0.026384 0.001535 0.001412 0.011609 0.015262 0.001000 0.000792 0.010517 0.024913 0.000000 0.000022 0.002222
45.0 0.872327 0.002321 0.027046 0.027888 0.001629 0.001476 0.011711 0.015635 0.001028 0.000844 0.011371 0.024406 0.000001 0.000025 0.002294
46.0 0.869734 0.002236 0.026920 0.029489 0.001728 0.001543 0.011827 0.016009 0.001057 0.000899 0.012290 0.023870 0.000001 0.000028 0.002369
47.0 0.866979 0.002156 0.026789 0.031192 0.001831 0.001613 0.011956 0.016372 0.001088 0.000958 0.013272 0.023312 0.000003 0.000032 0.002450
48.0 0.864062 0.002080 0.026656 0.033003 0.001937 0.001687 0.012097 0.016712 0.001122 0.001020 0.014311 0.022737 0.000004 0.000036 0.002535
49.0 0.860976 0.002009 0.026524 0.034927 0.002047 0.001764 0.012251 0.017031 0.001158 0.001086 0.015405 0.022149 0.000006 0.000042 0.002624
50.0 0.857708 0.001943 0.026393 0.036969 0.002161 0.001846 0.012421 0.017339 0.001195 0.001156 0.016547 0.021548 0.000007 0.000048 0.002717
51.0 0.854248 0.001881 0.026263 0.039131 0.002281 0.001931 0.012609 0.017649 0.001234 0.001231 0.017730 0.020934 0.000009 0.000055 0.002814
52.0 0.850591 0.001824 0.026133 0.041416 0.002405 0.002020 0.012817 0.017965 0.001273 0.001312 0.018946 0.020309 0.000011 0.000062 0.002915
53.0 0.846748 0.001771 0.026002 0.043828 0.002534 0.002113 0.013047 0.018281 0.001313 0.001399 0.020184 0.019676 0.000013 0.000070 0.003020
54.0 0.842737 0.001723 0.025870 0.046369 0.002665 0.002212 0.013296 0.018586 0.001353 0.001491 0.021432 0.019040 0.000016 0.000080 0.003129
55.0 0.838582 0.001678 0.025737 0.049040 0.002800 0.002315 0.013565 0.018871 0.001396 0.001587 0.022677 0.018404 0.000018 0.000091 0.003240
56.0 0.834299 0.001638 0.025600 0.051843 0.002936 0.002424 0.013849 0.019134 0.001439 0.001687 0.023905 0.017765 0.000020 0.000105 0.003355
57.0 0.829904 0.001601 0.025459 0.054777 0.003074 0.002536 0.014147 0.019388 0.001484 0.001791 0.025103 0.017122 0.000022 0.000119 0.003473
58.0 0.825405 0.001567 0.025312 0.057839 0.003214 0.002651 0.014457 0.019642 0.001528 0.001902 0.026259 0.016471 0.000024 0.000135 0.003594
59.0 0.820815 0.001536 0.025162 0.061024 0.003356 0.002769 0.014782 0.019903 0.001570 0.002019 0.027360 0.015813 0.000026 0.000152 0.003715
60.0 0.816145 0.001507 0.025009 0.064328 0.003498 0.002889 0.015123 0.020166 0.001611 0.002142 0.028396 0.015153 0.000027 0.000170 0.003836
61.0 0.811412 0.001480 0.024856 0.067743 0.003639 0.003013 0.015483 0.020423 0.001650 0.002268 0.029355 0.014498 0.000029 0.000192 0.003959
62.0 0.806627 0.001454 0.024705 0.071263 0.003779 0.003140 0.015866 0.020665 0.001689 0.002398 0.030227 0.013854 0.000030 0.000218 0.004085
63.0 0.801802 0.001429 0.024559 0.074876 0.003919 0.003271 0.016270 0.020894 0.001730 0.002531 0.031008 0.013224 0.000031 0.000246 0.004211
64.0 0.796944 0.001404 0.024418 0.078573 0.004057 0.003406 0.016696 0.021118 0.001770 0.002666 0.031695 0.012607 0.000032 0.000276 0.004337
65.0 0.792061 0.001380 0.024281 0.082339 0.004196 0.003542 0.017140 0.021349 0.001810 0.002806 0.032290 0.012003 0.000032 0.000308 0.004463
66.0 0.787162 0.001356 0.024149 0.086162 0.004334 0.003678 0.017598 0.021592 0.001847 0.002950 0.032798 0.011411 0.000033 0.000341 0.004589
