# Time Pop_0 Pop_1 Pop_2 Pop_3 Pop_4
0.0 0.000000 1.000000 0.000000 0.000000 0.000000
1.0 0.000000 1.000000 0.000000 0.000000 0.000000
2.0 0.000000 1.000000 0.000000 0.000000 0.000000
3.0 0.000000 1.000000 0.000000 0.000000 0.000000
4.0 0.000000 0.999999 0.000000 0.000000 0.000000
5.0 0.000000 0.999998 0.000000 0.000000 0.000000
6.0 0.000000 0.999995 0.000000 0.000001 0.000001
7.0 0.000000 0.999991 0.000000 0.000001 0.000001
8.0 0.000000 0.999985 0.000000 0.000002 0.000002
9.0 0.000000 0.999977 0.000001 0.000004 0.000003
10.0 0.000001 0.999965 0.000001 0.000006 0.000005
11.0 0.000001 0.999948 0.000002 0.000009 0.000008
12.0 0.000001 0.999925 0.000003 0.000014 0.000012
13.0 0.000002 0.999896 0.000004 0.000020 0.000016
14.0 0.000003 0.999861 0.000006 0.000028 0.000020
15.0 0.000004 0.999819 0.000008 0.000039 0.000026
16.0 0.000006 0.999770 0.000011 0.000053 0.000031
17.0 0.000007 0.999710 0.000015 0.000071 0.000038
18.0 0.000010 0.999638 0.000020 0.000092 0.000045
19.0 0.000012 0.999554 0.000026 0.000117 0.000052
20.0 0.000015 0.999459 0.000034 0.000147 0.000060
21.0 0.000019 0.999354 0.000043 0.000182 0.000068
22.0 0.000024 0.999238 0.000054 0.000222 0.000078
23.0 0.000029 0.999109 0.000066 0.000268 0.000088
24.0 0.000034 0.998964 0.000081 0.000319 0.000098
25.0 0.000041 0.998805 0.000098 0.000375 0.000108
26.0 0.000048 0.998633 0.000117 0.000437 0.000118
27.0 0.000056 0.998452 0.000139 0.000503 0.000128
28.0 0.000065 0.998265 0.000163 0.000574 0.000136
29.0 0.000075 0.998072 0.000191 0.000650 0.000143
30.0 0.000086 0.997870 0.000221 0.000729 0.000148
31.0 0.000097 0.997658 0.000254 0.000811 0.000151
32.0 0.000109 0.997437 0.000290 0.000896 0.000152
33.0 0.000122 0.997212 0.000329 0.000983 0.000151
34.0 0.000135 0.996989 0.000371 0.001070 0.000149
35.0 0.000149 0.996769 0.000416 0.001159 0.000145
36.0 0.000163 0.996551 0.000464 0.001248 0.000140
37.0 0.000177 0.996332 0.000514 0.001336 0.000134
38.0 0.000192 0.996109 0.000567 0.001423 0.000126
39.0 0.000206 0.995886 0.000622 0.001510 0.000117
40.0 0.000221 0.995668 0.000680 0.001596 0.000107
41.0 0.000235 0.995460 0.000739 0.001680 0.000095
42.0 0.000250 0.995261 0.000801 0.001763 0.000081
43.0 0.000264 0.995068 0.000863 0.001846 0.000067
44.0 0.000277 0.994877 0.000928 0.001927 0.000052
45.0 0.000290 0.994685 0.000993 0.002009 0.000038
46.0 0.000302 0.994494 0.001059 0.002091 0.000024
47.0 0.000314 0.994306 0.001125 0.002173 0.000013
48.0 0.000325 0.994123 0.001191 0.002257 0.000005
49.0 0.000335 0.993943 0.001258 0.002343 0.000001
50.0 0.000345 0.993759 0.001324 0.002431 0.000001
51.0 0.000353 0.993567 0.001390 0.002521 0.000007
52.0 0.000361 0.993365 0.001455 0.002615 0.000020
53.0 0.000368 0.993154 0.001520 0.002711 0.000040
54.0 0.000375 0.992935 0.001584 0.002811 0.000069
55.0 0.000381 0.992707 0.001646 0.002914 0.000109
56.0 0.000386 0.992465 0.001708 0.003020 0.000161
57.0 0.000391 0.992203 0.001768 0.003129 0.000227
58.0 0.000396 0.991917 0.001827 0.003241 0.000310
59.0 0.000401 0.991604 0.001884 0.003354 0.000410
60.0 0.000406 0.991265 0.001941 0.003468 0.000529
61.0 0.000412 0.990900 0.001997 0.003582 0.000668
62.0 0.000418 0.990507 0.002052 0.003693 0.000830
63.0 0.000426 0.990083 0.002108 0.003803 0.001013
64.0 0.000435 0.989623 0.002163 0.003909 0.001220
65.0 0.000446 0.989124 0.002218 0.004012 0.001450
66.0 0.000459 0.988582 0.002273 0.004110 0.001706
67.0 0.000475 0.987997 0.002329 0.004202 0.001988
68.0 0.000494 0.987365 0.002386 0.004287 0.002299
69.0 0.000517 0.986681 0.002445 0.004364 0.002639
70.0 0.000544 0.985941 0.002508 0.004433 0.003008
71.0 0.000576 0.985140 0.002574 0.004493 0.003402
72.0 0.000612 0.984274 0.002644 0.004545 0.003814
73.0 0.000655 0.983341 0.002718 0.004589 0.004226
74.0 0.000704 0.982339 0.002797 0.004625 0.004604
75.0 0.000759 0.981267 0.002883 0.004654 0.004875
76.0 0.000821 0.980122 0.002974 0.004676 0.004868
77.0 0.000890 0.978902 0.003074 0.004693 0.004241
