#Time E_0 E_1 E_2 E_3 E_4
81.0 -7.82510573 -7.71617413 -7.61022397 -7.55123422 -7.34056922
82.0 -7.82793195 -7.71908177 -7.61473762 -7.55480803 -7.35086363
83.0 -7.83080489 -7.72201408 -7.61939303 -7.55842209 -7.36124760
84.0 -7.83372532 -7.72496979 -7.62419550 -7.56207311 -7.37161543
85.0 -7.83669409 -7.72794762 -7.62914997 -7.56575754 -7.38190424
86.0 -7.83971215 -7.73094631 -7.63426086 -7.56947157 -7.39207145
87.0 -7.84278052 -7.73396462 -7.63953180 -7.57321120 -7.40208525
88.0 -7.84590034 -7.73700135 -7.64496537 -7.57697225 -7.41192026
89.0 -7.84907287 -7.74005535 -7.65056286 -7.58075043 -7.42155552
90.0 -7.85229949 -7.74312555 -7.65632397 -7.58454138 -7.43097353
91.0 -7.85558175 -7.74621096 -7.66224660 -7.58834072 -7.44015976
92.0 -7.85892132 -7.74931072 -7.66832653 -7.59214415 -7.44910249
93.0 -7.86232008 -7.75242413 -7.67455731 -7.59594746 -7.45779268
94.0 -7.86578006 -7.75555067 -7.68093008 -7.59974662 -7.46622396
95.0 -7.86930349 -7.75869005 -7.68743352 -7.60353780 -7.47439248
96.0 -7.87289279 -7.76184227 -7.69405381 -7.60731743 -7.48229689
97.0 -7.87655058 -7.76500773 -7.70077473 -7.61108219 -7.48993816
98.0 -7.88027967 -7.76818727 -7.70757773 -7.61482910 -7.49731936
99.0 -7.88408302 -7.77138229 -7.71444209 -7.61855546 -7.50444546
100.0 -7.88796376 -7.77459497 -7.72134505 -7.62225886 -7.51132301
101.0 -7.89192513 -7.77782841 -7.72826198 -7.62593721 -7.51795990
102.0 -7.89597041 -7.78108693 -7.73516645 -7.62958869 -7.52436506
103.0 -7.90010291 -7.78437640 -7.74203028 -7.63321175 -7.53054818
104.0 -7.90432585 -7.78770470 -7.74882343 -7.63680509 -7.53651942
105.0 -7.90864227 -7.79108226 -7.75551383 -7.64036764 -7.54228924
106.0 -7.91305494 -7.79452261 -7.76206712 -7.64389854 -7.54786814
107.0 -7.91756623 -7.79804288 -7.76844648 -7.64739711 -7.55326655
108.0 -7.92217798 -7.80166388 -7.77461280 -7.65086284 -7.55849464
109.0 -7.92689139 -7.80540918 -7.78052582 -7.65429539 -7.56356228
110.0 -7.93170687 -7.80930236 -7.78614713 -7.65769452 -7.56847890
111.0 -7.93662394 -7.81336192 -7.79144536 -7.66106015 -7.57325353
112.0 -7.94164116 -7.81759454 -7.79640303 -7.66439228 -7.57789468
113.0 -7.94675603 -7.82198964 -7.80102207 -7.66769103 -7.58241038
114.0 -7.95196500 -7.82651875 -7.80532450 -7.67095659 -7.58680820
115.0 -7.95726347 -7.83114068 -7.80934710 -7.67418925 -7.59109521
116.0 -7.96264583 -7.83580980 -7.81313317 -7.67738934 -7.59527803
117.0 -7.96810559 -7.84048328 -7.81672504 -7.68055729 -7.59936283
118.0 -7.97363543 -7.84512527 -7.82015980 -7.68369357 -7.60335540
119.0 -7.97922742 -7.84970815 -7.82346784 -7.68679869 -7.60726112
120.0 -7.98487314 -7.85421198 -7.82667309 -7.68987323 -7.61108503
121.0 -7.99056386 -7.85862337 -7.82979409 -7.69291779 -7.61483182
122.0 -7.99629070 -7.86293402 -7.83284509 -7.69593304 -7.61850590
123.0 -8.00204479 -7.86713958 -7.83583706 -7.69891964 -7.62211141
124.0 -8.00781740 -7.87123861 -7.83877852 -7.70187833 -7.62565220
125.0 -8.01360008 -7.87523180 -7.84167616 -7.70480983 -7.62913191
126.0 -8.01938471 -7.87912136 -7.84453527 -7.70771490 -7.63255397
127.0 -8.02516365 -7.88291055 -7.84736014 -7.71059435 -7.63592161
128.0 -8.03092972 -7.88660338 -7.85015427 -7.71344895 -7.63923787
129.0 -8.03667627 -7.89020426 -7.85292054 -7.71627952 -7.64250563
130.0 -8.04239720 -7.89371789 -7.85566143 -7.71908689 -7.64572764
131.0 -8.04808699 -7.89714907 -7.85837901 -7.72187189 -7.64890648
132.0 -8.05374061 -7.90050261 -7.86107512 -7.72463534 -7.65204461
133.0 -8.05935362 -7.90378325 -7.86375135 -7.72737808 -7.65514439
134.0 -8.06492205 -7.90699561 -7.86640914 -7.73010096 -7.65820804
135.0 -8.07044244 -7.91014418 -7.86904979 -7.73280480 -7.66123770
136.0 -8.07591177 -7.91323324 -7.87167448 -7.73549043 -7.66423540
137.0 -8.08132746 -7.91626693 -7.87428429 -7.73815868 -7.66720310
138.0 -8.08668731 -7.91924915 -7.87688025 -7.74081035 -7.67014264
139.0 -8.09198949 -7.92218364 -7.87946329 -7.74344625 -7.67305581
140.0 -8.09723251 -7.92507395 -7.88203431 -7.74606716 -7.67594431
141.0 -8.10241516 -7.92792344 -7.88459416 -7.74867387 -7.67880977
142.0 -8.10753655 -7.93073528 -7.88714365 -7.75126714 -7.68165377
143.0 -8.11259598 -7.93351250 -7.88968354 -7.75384770 -7.68447780
144.0 -8.11759302 -7.93625796 -7.89221457 -7.75641629 -7.68728328
145.0 -8.12252741 -7.93897435 -7.89473745 -7.75897361 -7.69007161
146.0 -8.12739908 -7.94166424 -7.89725284 -7.76152035 -7.69284409
147.0 -8.13220813 -7.94433005 -7.89976142 -7.76405717 -7.69560198
148.0 -8.13695477 -7.94697408 -7.90226379 -7.76658471 -7.69834650
149.0 -8.14163936 -7.94959851 -7.90476056 -7.76910360 -7.70107878
150.0 -8.14626237 -7.95220540 -7.90725233 -7.77161442 -7.70379995
151.0 -8.15082435 -7.95479671 -7.90973965 -7.77411777 -7.70651104
152.0 -8.15532594 -7.95737429 -7.91222306 -7.77661417 -7.70921307
153.0 -8.15976785 -7.95993991 -7.91470308 -7.77910417 -7.71190699
154.0 -8.16415086 -7.96249523 -7.91718022 -7.78158825 -7.71459372
155.0 -8.16847579 -7.96504183 -7.91965496 -7.78406689 -7.71727412
156.0 -8.17274350 -7.96758122 -7.92212777 -7.78654055 -7.71994902
157.0 -8.17695490 -7.97011481 -7.92459910 -7.78900963 -7.72261919
158.0 -8.18111093 -7.97264395 -7.92706937 -7.79147454 -7.72528539
159.0 -8.18521253 -7.97516992 -7.92953900 -7.79393565 -7.72794830
160.0 -8.18926068 -7.97769392 -7.93200838 -7.79639331 -7.73060859
161.0 -8.19325638 -7.98021709 -7.93447790 -7.79884783 -7.73326687
162.0 -8.19720060 -7.98274051 -7.93694792 -7.80129951 -7.73592373
163.0 -8.20109437 -7.98526518 -7.93941880 -7.80374861 -7.73857970
164.0 -8.20493867 -7.98779208 -7.94189085 -7.80619539 -7.74123530
165.0 -8.20873452 -7.99032209 -7.94436441 -7.80864006 -7.74389099
166.0 -8.21248291 -7.99285607 -7.94683977 -7.81108282 -7.74654722
167.0 -8.21618483 -7.99539480 -7.94931723 -7.81352385 -7.74920437
168.0 -8.21984127 -7.99793902 -7.95179707 -7.81596328 -7.75186281
169.0 -8.22345321 -8.00048943 -7.95427953 -7.81840124 -7.75452288
170.0 -8.22702160 -8.00304666 -7.95676488 -7.82083785 -7.75718487
171.0 -8.23054741 -8.00561131 -7.95925335 -7.82327317 -7.75984904
172.0 -8.23403156 -8.00818392 -7.96174515 -7.82570727 -7.76251564
173.0 -8.23747499 -8.01076500 -7.96424049 -7.82814018 -7.76518485
174.0 -8.24087859 -8.01335501 -7.96673958 -7.83057192 -7.76785684
175.0 -8.24424327 -8.01595436 -7.96924259 -7.83300249 -7.77053176
176.0 -8.24756989 -8.01856342 -7.97174969 -7.83543187 -7.77320970
177.0 -8.25085932 -8.02118255 -7.97426103 -7.83786001 -7.77589075
178.0 -8.25411240 -8.02381202 -7.97677677 -7.84028685 -7.77857495
179.0 -8.25732996 -8.02645211 -7.97929704 -7.84271233 -7.78126231
